# Proper motion data
# HIP	pmRA(mas/yr)	pmDE(mas/yr)
30139	-0.90	-7.00
30140	-3.00	4.70
30141	-20.30	-66.43
30142	21.20	-47.64
30143	0.31	20.19
30144	-4.92	-5.67
30145	3.19	-34.96
30146	-4.40	-12.80
30147	-2.11	16.30
30148	49.31	-14.27
30149	-7.61	-3.92
30150	-3.37	-22.27
30151	-1.93	6.02
30152	-9.14	-47.80
30153	5.28	-15.68
30154	-26.70	-31.04
30155	-0.08	-2.48
30156	9.75	-9.64
30157	2.31	-5.61
30158	189.80	79.50
30159	2.14	1.85
30160	-2.24	27.60
30161	2.63	-13.77
30162	3.30	0.80
30163	1.90	-8.20
30164	-0.40	0.60
30165	-27.20	-8.00
30166	35.10	-18.70
30167	33.13	-38.77
30168	-6.01	-58.58
30169	-4.16	-4.14
30170	-26.85	33.66
30171	105.35	-177.58
30172	56.35	0.63
30173	2.36	-15.23
30174	40.64	-77.70
30175	-4.41	7.66
30176	-0.81	-2.95
30177	-0.78	-21.14
30178	25.58	-11.82
30179	-30.27	-20.01
30180	2.37	-16.15
30181	19.36	-33.48
30182	-7.39	-8.45
30183	28.59	-92.53
30184	-0.85	-4.49
30185	-15.40	-24.40
30186	7.40	-16.30
30187	1.32	0.11
30188	-29.62	12.84
30189	-49.72	-186.16
30190	2.84	1.81
30191	-4.55	-18.90
30192	4.29	3.37
30193	-13.11	11.31
30194	4.70	-24.30
30195	-0.30	1.40
30196	15.52	-25.06
30197	-5.03	-2.76
30198	6.58	-2.42
30199	-8.50	7.90
30200	9.50	-49.20
30201	10.80	9.60
30202	-4.20	-0.50
30203	0.20	4.47
30204	-3.38	1.47
30205	-0.60	-29.30
30206	2.72	21.96
30207	-6.72	3.05
30208	-0.51	-11.95
30209	17.10	0.80
30210	-0.99	-1.91
30211	6.56	-13.65
30212	0.66	-5.67
30213	-4.78	60.24
30214	-3.10	-2.80
30215	-8.71	1.04
30216	-11.03	4.60
30217	-20.10	-22.60
30218	16.10	-46.80
30219	2.23	-2.12
30220	6.72	-188.41
30221	-2.30	-136.80
30222	6.53	-18.58
30223	-4.62	42.13
30224	6.05	21.94
30225	25.63	-239.16
30226	33.98	-216.70
30227	5.65	-8.33
30228	-9.73	15.03
30229	0.28	-3.66
30230	-32.40	-45.00
30231	-5.70	-23.20
30232	-45.86	-98.15
30233	13.04	-0.11
30234	0.30	-9.20
30235	25.14	16.77
30236	18.63	-37.08
30237	-6.93	-7.28
30238	-0.83	-16.89
30239	5.84	8.57
30240	-6.64	3.16
30241	-4.65	-13.13
30242	-8.50	-7.01
30243	-1.80	-156.21
30244	6.49	-20.61
30245	-4.17	-7.24
30246	2.59	-11.84
30247	22.01	-88.74
30248	-0.38	-7.44
30249	-3.19	-15.44
30250	4.49	-12.64
30251	-8.94	2.30
30252	11.86	4.41
30253	8.66	-6.65
30254	-7.96	-30.17
30255	-8.74	-8.01
30256	-633.58	274.56
30257	-3.26	-1.01
30258	-31.90	146.08
30259	-4.26	21.17
30260	0.17	27.93
30261	-8.10	68.07
30262	-8.98	-6.11
30263	-2.98	6.71
30264	-13.22	-2.98
30265	17.55	11.33
30266	-6.90	-10.50
30267	5.32	-21.55
30268	-2.50	-6.30
30269	0.36	0.48
30270	-0.86	-66.36
30271	-1.47	16.77
30272	-5.81	-0.04
30273	-4.16	-10.37
30274	-5.32	-12.49
30275	-6.80	-57.62
30276	-63.72	-47.78
30277	-25.30	-53.90
30278	-3.47	-119.38
30279	-10.20	0.50
30280	2.10	1.68
30281	-0.85	-5.67
30282	-5.90	-4.70
30283	5.20	-2.99
30284	25.22	-33.49
30285	-1.41	-11.20
30286	-0.37	-1.76
30287	-0.34	-9.44
30288	2.52	-20.30
30289	-5.60	-14.30
30290	-4.87	3.10
30291	-1.68	-21.49
30292	3.11	-14.28
30293	7.10	-12.00
30294	-2.13	-14.95
30295	-2.19	-4.28
30296	3.29	24.20
30297	-5.20	-5.22
30298	-10.16	3.35
30299	-4.72	10.15
30300	1.40	1.10
30301	1.61	-10.03
30302	38.33	-70.95
30303	-4.56	-0.30
30304	-2.80	2.30
30305	9.99	-50.04
30306	-3.40	-3.70
30307	-22.63	-19.91
30308	0.12	5.79
30309	-0.19	-31.25
30310	42.14	262.90
30311	26.68	27.46
30312	1.00	-1.22
30313	-1.50	-0.50
30314	-11.27	64.31
30315	22.51	-8.99
30316	14.60	-27.30
30317	59.12	-21.53
30318	-52.38	-32.72
30319	1.70	-1.20
30320	-2.30	11.20
30321	26.75	33.88
30322	2.05	89.44
30323	17.58	-60.94
30324	-3.23	-0.78
30325	-0.18	7.52
30326	5.20	-32.40
30327	-0.71	-4.81
30328	-12.85	-36.73
30329	-0.18	4.60
30330	11.01	-1.00
30331	-0.69	-4.33
30332	-0.87	-1.39
30333	1.90	-15.50
30334	8.57	14.45
30335	2.93	17.69
30336	-29.09	97.68
30337	-1.80	21.49
30338	0.53	-8.21
30339	-15.70	16.90
30340	1.33	-5.69
30341	-6.97	-4.27
30342	-39.70	-15.80
30343	56.39	-110.03
30344	-2.97	4.28
30345	3.27	12.66
30346	-10.31	-3.32
30347	0.20	3.10
30348	4.45	-4.79
30349	6.51	-30.35
30350	-3.23	-1.75
30351	0.03	3.58
30352	-17.64	16.78
30353	3.34	-12.51
30354	-3.34	-4.33
30355	50.36	-19.96
30356	-4.50	-3.20
30357	-0.70	-72.76
30358	-25.87	-72.27
30359	2.61	-3.37
30360	-1.15	22.65
30361	2.75	-9.56
30362	-1.90	-3.60
30363	-7.58	-9.65
30364	-7.00	-8.30
30365	206.42	88.35
30366	13.68	47.59
30367	9.14	-9.79
30368	5.26	1.92
30369	-11.36	7.72
30370	36.49	-17.32
30371	-0.73	-10.83
30372	-6.93	-8.66
30373	-5.80	-7.73
30374	11.60	59.35
30375	27.61	-20.02
30376	-43.56	-0.35
30377	106.40	-39.90
30378	-19.91	-0.48
30379	-1.41	-6.67
30380	1.61	0.57
30381	16.79	-10.73
30382	3.05	-9.45
30383	-5.05	-0.77
30384	-7.30	-5.50
30385	-5.10	0.59
30386	4.79	-5.20
30387	2.58	-15.90
30388	0.38	-1.52
30389	-3.30	-4.11
30390	9.58	-1.39
30391	-19.43	-56.05
30392	0.95	-9.43
30393	2.38	-2.70
30394	3.93	-26.28
30395	-4.60	5.30
30396	-6.60	-1.97
30397	-15.70	-53.50
30398	0.07	-0.58
30399	-39.03	-7.29
30400	-3.00	-1.30
30401	-55.50	60.50
30402	16.12	-5.53
30403	-6.20	-3.50
30404	-0.09	-3.35
30405	-3.91	12.62
30406	-15.23	-0.48
30407	-2.09	4.23
30408	30.49	-7.79
30409	-1.37	2.06
30410	-24.08	58.22
30411	-13.90	-26.00
30412	-2.43	3.96
30413	-179.13	116.80
30414	0.61	9.24
30415	-9.46	-5.93
30416	-1.19	-11.62
30417	14.07	-19.85
30418	-0.03	4.87
30419	-16.90	11.80
30420	0.84	1.90
30421	77.08	-210.51
30422	-21.86	11.35
30423	9.17	25.09
30424	4.90	11.88
30425	-6.10	-2.60
30426	-4.20	2.60
30427	-3.73	-2.54
30428	-3.00	-3.30
30429	-5.68	8.36
30430	-1.75	-12.28
30431	-5.02	-2.37
30432	-0.84	2.70
30433	-7.40	-9.20
30434	-4.45	-0.37
30435	-3.68	-16.23
30436	3.11	-39.95
30437	-13.20	17.90
30438	19.93	23.24
30439	300.51	156.36
30440	8.95	7.67
30441	-2.41	2.88
30442	34.93	-11.39
30443	-1.82	-0.62
30444	-12.62	54.71
30445	-9.62	-8.61
30446	-1.22	-2.17
30447	1.90	19.20
30448	-10.92	-9.45
30449	0.75	-2.84
30450	-16.26	-53.88
30451	2.02	-0.93
30452	1.36	-0.13
30453	-2.68	1.22
30454	-19.24	0.33
30455	-25.70	-6.70
30456	-0.70	29.60
30457	-56.08	-32.64
30458	-29.82	7.66
30459	-27.34	-13.82
30460	-1.72	-12.01
30461	2.53	-0.73
30462	-13.30	2.90
30463	-31.72	30.08
30464	2.53	4.24
30465	-38.68	55.82
30466	7.69	-39.96
30467	-11.36	42.70
30468	-2.78	4.12
30469	-14.80	-7.20
30470	-6.21	10.51
30471	-16.15	-4.04
30472	7.92	-15.58
30473	0.10	-8.60
30474	4.00	-0.10
30475	-6.26	-3.73
30476	-77.03	777.83
30477	19.27	29.32
30478	30.13	149.29
30479	-6.03	4.33
30480	16.20	-110.00
30481	-30.69	-89.38
30482	2.10	-7.50
30483	0.83	-4.03
30484	-0.63	-1.64
30485	-1.53	-3.85
30486	87.05	-91.62
30487	2.09	-3.76
30488	8.70	-15.90
30489	-5.80	-4.70
30490	12.79	-0.37
30491	4.60	-45.00
30492	4.27	-4.02
30493	5.70	-15.90
30494	-10.27	-15.84
30495	4.99	5.12
30496	-0.10	-0.10
30497	13.67	-27.98
30498	-4.03	-5.86
30499	-7.10	-7.19
30500	3.69	1.45
30501	1.80	-0.40
30502	3.67	82.94
30503	-164.97	-121.75
30504	-1.56	23.68
30505	-2.50	-4.03
30506	-4.96	-15.02
30507	0.00	-22.39
30508	2.50	8.41
30509	-57.90	-34.10
30510	-17.50	-5.50
30511	2.19	-16.61
30512	-10.45	-9.44
30513	-38.14	-37.56
30514	150.99	412.97
30515	2.00	22.20
30516	20.45	-9.96
30517	24.86	-40.84
30518	-3.39	-14.89
30519	1.91	-5.55
30520	-0.50	-1.85
30521	123.39	-42.98
30522	3.90	-9.50
30523	-38.45	111.15
30572	4.59	-4.53
30524	-5.97	12.13
30525	-2.30	-7.60
30526	2.70	-4.40
30527	-22.00	38.10
30528	19.61	-12.46
30529	0.19	1.25
30530	-3.51	-22.27
30531	-19.29	56.10
30532	-4.47	-2.05
30533	-16.20	69.82
30534	-5.40	0.10
30535	-10.85	-3.87
30536	-1.90	-13.75
30537	1.91	-0.26
30538	-3.60	-3.10
30539	6.58	-68.27
30540	-1.01	-1.68
30541	1.38	-1.93
30542	-1.81	-0.20
30543	-1.90	-13.40
30544	-67.17	-21.78
30545	239.62	-217.66
30546	0.70	1.70
30547	-4.80	-1.20
30548	-1.18	-20.96
30549	5.77	20.88
30550	97.60	-232.70
30551	-0.94	4.04
30552	-123.35	-56.28
30553	0.56	-9.16
30554	-5.41	49.07
30555	-9.78	64.53
30556	-2.87	-14.11
30557	-2.89	-0.81
30558	-2.50	0.16
30559	-0.96	-1.54
30560	-3.02	-0.98
30561	30.69	-39.93
30562	-3.79	7.06
30563	-2.77	-4.11
30564	-3.39	-5.07
30565	-11.86	200.16
30566	0.70	-46.50
30567	17.32	-399.24
30568	2.67	3.37
30569	5.20	-9.60
30570	-5.20	-17.00
30571	5.21	-16.73
30573	-7.50	9.90
30574	7.10	-15.30
30575	-15.45	0.84
30576	-5.47	4.35
30577	5.20	-15.40
30578	10.88	-100.75
30579	53.42	-12.63
30580	-8.60	-4.96
30581	-15.56	95.26
30582	-15.61	-6.40
30583	-3.14	-2.54
30584	3.94	-23.84
30585	50.14	-111.15
30586	-5.43	-3.18
30587	-7.24	11.29
30588	-6.68	-13.13
30589	4.84	30.85
30590	-0.70	0.30
30591	2.30	-18.40
30592	17.66	-2.12
30593	18.90	-9.00
30594	-3.08	-17.21
30595	-7.29	-1.36
30596	1.30	-9.62
30597	-7.24	-15.04
30598	-1.00	-7.00
30599	-3.36	10.85
30600	0.96	-16.27
30601	-9.90	-6.00
30602	-8.50	-10.21
30603	-9.99	-13.79
30604	10.64	3.07
30605	-36.96	22.35
30606	-2.68	-6.17
30607	-1.40	-3.59
30608	0.97	-3.34
30609	-2.98	-16.84
30610	-68.70	-1.70
30611	-10.71	-8.56
30612	-7.91	-5.84
30613	0.31	-7.18
30614	-6.27	32.86
30615	5.78	1.15
30616	6.82	2.59
30617	2.33	-29.58
30618	13.63	-10.86
30619	2.34	-3.68
30620	-0.69	-1.28
30621	-5.29	2.48
30622	-6.22	-2.72
30623	0.49	-21.54
30624	-29.60	-9.30
30625	-1.10	1.38
30626	-10.91	-0.21
30627	-95.10	65.10
30628	-0.47	-2.31
30629	13.81	11.41
30630	-115.30	-167.80
30631	0.75	-1.04
30632	-20.89	-18.89
30633	-3.97	-0.73
30634	0.45	-2.40
30635	-4.17	1.07
30636	-0.23	2.22
30637	1.43	-12.64
30638	-0.40	-2.07
30639	0.36	-3.28
30640	-2.10	-4.90
30641	1.09	-2.31
30642	0.29	-2.07
30643	-5.25	-11.46
30644	-4.27	-8.18
30645	3.41	13.37
30646	2.48	-31.84
30647	-1.03	-3.79
30648	-14.94	-12.33
30649	36.00	58.10
30650	7.82	0.27
30651	-26.44	21.47
30652	1.10	-1.79
30653	-10.29	-6.15
30654	-3.21	0.42
30655	10.68	-10.93
30656	-41.10	60.70
30657	1.50	-5.84
30658	-11.09	4.88
30659	8.69	-3.83
30660	-4.27	-1.93
30661	-3.65	-20.38
30662	-7.46	7.35
30663	-5.80	-4.70
30664	-10.08	23.65
30665	10.23	-102.47
30666	-9.08	-29.36
30667	-5.14	-1.52
30668	7.24	-90.65
30669	2.41	-12.03
30693	-6.50	5.36
30670	-14.10	-18.00
30671	-2.30	-132.95
30672	5.36	10.70
30673	-3.71	-4.95
30674	-2.30	0.60
30675	6.40	-13.90
30676	-112.35	10.03
30677	-14.91	12.55
30678	-1.69	16.30
30679	-5.74	-2.01
30680	2.87	-2.41
30681	-0.93	3.15
30682	-4.10	-2.80
30683	-6.21	-4.14
30684	-10.27	7.10
30685	0.99	11.21
30686	0.19	-7.50
30687	-51.20	-7.00
30688	-1.21	-44.46
30689	0.52	-6.95
30690	4.60	-3.40
30691	1.32	-0.78
30692	-4.86	0.49
30694	11.79	29.00
30695	-30.57	9.71
30696	-10.63	24.87
30697	0.20	-5.79
30698	-11.03	-4.41
30699	-1.16	-1.04
30700	-5.42	-3.69
30701	-4.42	3.68
30702	-4.33	2.10
30703	-8.79	-5.76
30704	-4.50	-5.20
30705	81.53	-89.56
30706	-0.90	43.40
30707	2.43	2.23
30708	0.39	23.29
30709	-8.50	-10.20
30710	-0.26	1.59
30711	-173.16	-216.34
30712	-11.16	12.15
30713	-11.80	-30.10
30714	-33.48	14.99
30715	-5.22	-0.20
30716	-0.07	24.73
30766	-1.47	-2.68
30717	3.10	-8.79
30718	-2.72	2.41
30719	4.20	12.39
30720	2.20	-5.36
30721	-2.59	2.22
30722	-1.90	-0.30
30723	3.80	-7.55
30724	2.80	-12.13
30725	4.69	-0.26
30726	31.02	-35.61
30727	-7.01	29.69
30728	-43.33	12.85
30729	-14.39	-69.01
30730	-7.13	4.03
30731	1.07	-1.45
30732	5.44	9.14
30733	1.40	87.80
30734	19.19	-10.58
30735	-1.20	-0.76
30736	-24.17	11.78
30737	3.63	22.07
30738	-3.56	-0.27
30739	-3.20	5.12
30740	-3.80	27.14
30767	5.79	9.31
30741	7.64	-67.73
30742	1.28	-2.05
30743	-2.70	9.40
30744	-10.37	-160.96
30745	19.88	41.27
30746	-1.47	-2.03
30747	10.99	-12.85
30748	-81.09	-27.78
30749	-26.31	16.68
30750	-105.94	-166.68
30751	16.84	-6.87
30752	41.90	-10.66
30753	-3.42	3.32
30754	-1.93	-12.77
30755	73.52	-294.60
30756	-8.00	-11.30
30757	-34.50	-41.60
30758	-5.41	-1.82
30759	20.06	100.09
30760	1.57	25.45
30761	-4.71	-3.83
30762	-20.90	6.40
30763	1.42	17.08
30764	-2.08	-9.01
30765	-13.75	2.13
30768	12.61	-15.56
30769	-29.66	13.32
30770	3.26	30.77
30771	1.30	-9.60
30772	-4.20	-2.50
30773	-13.70	-34.25
30774	16.72	-21.43
30775	9.24	41.38
30776	-6.06	-0.57
30777	-9.80	-7.10
30778	-2.80	-12.20
30779	2.84	-3.94
30780	6.94	-3.22
30781	-2.05	0.37
30782	4.52	-1.21
30783	-3.42	7.92
30784	5.93	0.50
30785	0.22	-9.25
30786	-6.46	-2.24
30787	-1.74	9.32
30788	-14.39	25.14
30789	-5.98	-1.32
30790	-2.53	19.03
30791	-5.30	-12.20
30792	-8.57	-14.17
30793	-0.68	1.33
30794	-0.74	11.51
30795	-1.53	21.55
30796	5.86	-15.42
30797	-14.88	-16.27
30798	-6.60	-16.70
30799	-1.60	-7.90
30800	2.00	2.20
30801	-4.78	-6.03
30802	1.17	9.40
30803	21.74	-3.59
30804	27.55	-41.79
30805	0.75	0.68
30806	-7.50	9.80
30807	-5.25	-2.14
30808	-16.56	-54.43
30809	179.72	-78.80
30810	-11.45	-15.56
30811	6.13	-12.35
30812	-2.59	-1.86
30813	-5.34	-120.01
30814	4.10	-30.20
30815	-92.08	-48.56
30816	4.33	-9.93
30817	3.72	-3.99
30818	-0.69	-2.27
30819	-3.50	-4.49
30820	2.19	-11.94
30821	8.09	-11.02
30822	-5.70	-25.10
30823	18.16	-51.78
30824	20.88	-21.60
30825	-2.90	-31.27
30826	-7.99	-0.83
30827	-0.65	-15.30
30828	-25.10	-0.60
30829	2.38	-33.32
30830	-43.32	103.86
30831	5.50	14.60
30832	-2.70	9.07
30833	46.77	-229.58
30834	1.59	5.32
30835	10.60	-16.99
30836	17.13	10.08
30837	-4.08	43.84
30838	39.90	-6.49
30839	5.25	-8.29
30840	-16.20	4.30
30841	0.30	1.40
30842	3.24	6.02
30843	-1.71	-9.29
30844	0.57	-4.35
30845	-23.41	-22.25
30846	1.28	-193.76
30847	-9.68	7.59
30848	10.81	-35.31
30849	34.70	16.30
30850	-3.88	-16.59
30851	6.70	2.02
30852	-5.70	-1.39
30853	-1.28	6.11
30854	-7.70	-35.80
30855	-3.62	-19.80
30856	-11.77	1.42
30857	0.12	-2.88
30858	-1.94	-10.54
30859	-7.76	-17.06
30860	-42.21	-53.47
30861	2.21	13.48
30862	-291.99	-218.47
30863	-1.52	-0.82
30864	5.93	-12.17
30865	-3.98	3.29
30866	5.71	-2.04
30867	-2.80	-21.70
30868	-3.40	20.85
30869	11.40	21.60
30870	-12.50	46.15
30871	-0.04	-13.79
30872	2.91	-0.29
30873	-13.61	12.36
30874	0.75	-5.51
30875	-1.03	15.65
30876	-0.30	-14.00
30877	1.52	-2.99
30878	-59.45	-19.78
30879	20.90	-54.80
30880	80.98	-77.30
30881	-6.95	5.21
30882	2.12	20.80
30883	-4.60	-14.00
30884	0.50	45.39
30885	17.67	21.96
30886	-4.70	-19.80
30887	2.55	21.44
30888	193.65	-288.88
30889	4.79	-13.80
30890	-124.82	-163.82
30891	-0.93	16.77
30892	3.75	-44.52
30893	-245.78	-417.73
30894	1.29	12.31
30895	47.20	24.70
30896	-9.93	14.29
30897	0.60	-22.20
30898	-7.60	0.40
30899	-6.54	4.13
30900	-10.36	-16.40
30901	-7.48	8.74
30902	-3.12	-4.86
30903	13.35	7.18
30904	-9.10	-2.10
30905	206.67	-62.03
30906	-1.70	-39.85
30907	-0.09	-3.72
30908	3.70	-3.77
30909	-1.24	0.24
30910	-6.10	4.08
30911	7.82	-105.85
30912	-8.54	7.64
30913	-5.35	9.67
30914	-0.10	-8.40
30915	6.01	-2.59
30916	-54.16	71.08
30917	-3.25	-7.76
30918	-4.00	-3.20
30919	-7.07	-18.92
30920	694.73	-618.62
30921	-13.28	-10.77
30922	-0.70	20.54
30923	-9.30	-15.40
30924	-5.53	9.27
30925	2.10	14.60
30926	-8.59	-8.44
30927	-2.32	-4.73
30928	0.10	-41.50
30929	-20.34	32.52
30930	-8.67	-7.99
30931	-5.62	-18.77
30932	-38.27	31.79
30933	-0.78	21.46
30934	-0.35	-0.43
30935	12.76	21.64
30936	-16.26	20.84
30937	-5.50	-7.70
30938	19.41	-21.10
30964	-3.02	-0.54
30939	-16.35	-14.54
30940	-4.88	18.25
30941	3.70	-36.30
30942	1.81	4.98
30943	-0.44	-5.73
30944	350.19	-381.20
30945	-16.84	-4.09
30946	-2.89	-25.50
30947	3.39	-14.65
30948	44.97	-135.00
30949	-53.99	91.88
30950	-6.30	-26.10
30951	0.10	0.40
30952	-2.37	1.15
30953	-65.30	-51.90
30954	4.15	-11.31
30955	0.82	-25.35
30956	9.55	37.88
30957	3.20	-9.70
30958	-1.16	-4.26
30959	0.95	-1.70
30960	-26.00	-23.10
30961	-2.20	-6.80
30962	-9.88	34.26
30963	3.45	-16.61
30965	0.53	-2.37
30966	-22.75	16.33
30967	-6.65	3.32
30968	7.68	22.33
30969	-8.24	-28.38
30970	0.40	-2.24
30971	-4.80	11.11
30972	-7.31	7.08
30973	1.25	60.63
30974	6.94	-23.74
30975	18.02	-19.14
30976	13.27	-58.58
30977	-0.89	-2.80
30978	-1.00	-4.80
30979	-154.26	80.11
30980	-24.53	15.19
30981	-8.34	28.59
30982	-2.27	-9.61
30983	6.44	-51.42
30984	-4.28	-9.59
30985	1.26	-5.78
30986	-5.60	-0.90
30987	-17.07	-11.54
30988	5.74	-21.38
30989	3.44	-1.60
30990	137.13	-247.00
30991	93.34	-66.39
30992	-0.04	-1.28
30993	2.01	-4.02
30994	-1.62	-3.28
30995	-37.61	110.74
30996	4.51	20.77
30997	25.77	-14.54
30998	-8.76	-24.18
30999	2.39	-29.05
31000	-11.90	-10.20
31001	-0.66	-9.06
31002	-3.67	-0.40
31003	-6.57	39.01
31004	-10.46	-29.17
31005	21.80	61.10
31006	-13.17	-13.18
31007	6.46	29.49
31008	-3.16	2.21
31009	-12.01	-4.33
31010	-0.90	-1.30
31011	-8.58	-1.02
31012	-3.39	16.39
31013	-27.10	-35.10
31014	234.02	-103.00
31015	-3.90	-6.10
31016	-3.66	12.18
31017	-3.20	0.60
31018	-3.39	-23.81
31019	0.74	-1.15
31020	13.20	4.21
31021	-34.81	22.84
31022	-8.83	12.03
31023	-1.09	-23.10
31024	-4.70	3.20
31025	1.86	17.02
31026	5.01	-5.03
31027	3.56	2.84
31028	-2.80	1.46
31029	5.17	-13.95
31030	-162.27	-209.41
31031	-1.21	-3.65
31032	-3.11	6.10
31033	-8.70	-2.93
31034	-30.66	-25.15
31035	-1.43	-19.59
31036	-18.67	-30.73
31037	-7.78	5.77
31038	-5.90	-16.00
31039	-29.40	-340.00
31040	-5.31	-11.01
31041	2.46	-20.36
31042	-1.80	1.30
31043	15.30	10.92
31044	-0.49	-21.42
31045	-2.70	0.60
31046	9.11	-27.10
31047	-11.17	28.71
31048	-21.23	24.27
31049	7.55	-3.99
31050	-33.64	3.86
31051	-8.30	-5.27
31052	0.53	-24.13
31053	-0.64	-2.98
31054	-21.38	-18.67
31055	-4.81	3.58
31056	-5.34	10.92
31057	1.18	15.68
31058	0.84	-28.30
31059	32.03	-108.98
31060	-3.77	-110.14
31061	-32.72	30.65
31062	31.85	49.38
31063	-1.20	-25.38
31064	-7.82	-0.57
31065	-0.19	-4.11
31066	2.80	0.10
31068	-9.20	11.39
31069	-154.39	-62.24
31070	-5.92	16.02
31071	-29.90	35.70
31072	-3.30	5.00
31073	-0.56	-3.80
31074	-0.80	13.67
31075	-11.49	30.21
31076	3.25	9.05
31078	285.11	104.45
31079	102.49	105.03
31080	1.29	-29.75
31081	3.70	4.40
31082	-7.11	26.93
31083	-111.20	14.00
31084	43.10	-26.40
31085	-249.80	-344.90
31086	-17.63	7.30
31087	-6.70	0.80
31088	-4.00	-2.00
31089	25.70	1.40
31090	3.03	0.46
31091	-3.51	2.08
31092	0.99	23.55
31093	-3.52	0.83
31094	5.69	-17.44
31095	15.10	-1.84
31096	-3.86	-7.86
31097	-10.76	4.41
31098	-17.79	-0.71
31099	1.34	70.17
31100	-1.13	-3.34
31101	-4.66	-1.22
31102	3.23	-16.34
31103	0.71	-2.98
31104	6.19	-24.39
31105	-7.35	-14.19
31106	-1.66	0.35
31107	-7.43	-8.41
31108	-1.27	-4.48
31109	-29.73	9.72
31110	-1.00	-18.10
31111	3.10	-1.90
31112	-1.33	-2.10
31113	-3.29	4.24
31114	-5.87	-3.48
31115	-6.10	-2.25
31116	-9.20	10.80
31117	1.88	-17.44
31118	-51.91	-36.28
31119	19.27	28.40
31120	9.50	-17.30
31121	-10.69	-22.20
31122	30.30	159.50
31123	-21.40	-59.18
31124	-11.50	38.80
31125	-2.91	6.22
31126	-273.10	-24.90
31127	-236.40	-77.60
31128	0.00	0.60
31129	-2.59	-0.93
31130	-2.57	-0.75
31131	-6.18	7.69
31133	-2.55	-27.42
31134	-56.13	-450.12
31135	5.39	8.88
31136	-7.26	-8.27
31137	-0.80	3.20
31138	-6.90	-3.20
31139	1.32	-10.26
31140	-3.00	0.50
31141	33.81	-22.67
31142	-237.82	-229.83
31143	-6.13	-152.62
31144	-31.79	-4.86
31145	-10.64	-19.53
31146	-0.50	2.10
31147	-3.00	2.10
31148	390.70	-243.60
31149	-1.56	-0.60
31150	-53.50	91.36
31151	5.62	-22.74
31152	-6.84	13.88
31154	24.85	-41.38
31155	-18.50	-13.80
31156	37.00	26.20
31158	34.70	25.60
31159	-37.08	1.23
31160	-11.62	-8.97
31161	23.51	-26.49
31162	-43.89	-119.67
31163	-15.59	8.51
31164	0.30	-6.30
31165	73.44	-76.45
31166	-3.55	-5.25
31167	-0.26	-40.89
31168	1.80	-36.10
31169	8.10	-23.30
31170	-6.24	-2.26
31171	21.31	-0.37
31172	7.20	-19.55
31173	-26.21	-17.31
31174	-4.50	-3.38
31175	-0.92	14.50
31176	-5.27	-38.55
31177	-23.72	9.13
31178	0.10	4.80
31179	116.12	-86.90
31180	2.84	-2.05
31181	-1.60	2.40
31182	1.67	-13.70
31183	-172.47	-186.01
31184	0.77	-1.28
31185	-2.65	-1.61
31186	-1.20	-5.40
31187	-68.17	67.44
31188	256.80	7.93
31189	45.31	-41.72
31190	-2.83	4.29
31191	1.77	-12.41
31192	-0.34	-24.01
31193	4.30	-13.50
31194	-9.34	10.09
31195	-7.20	4.50
31196	-1.72	-2.20
31197	2.20	-5.07
31198	-10.35	4.30
31199	-1.65	2.28
31200	-5.06	-26.57
31201	108.80	89.90
31202	-16.46	-8.08
31203	-6.71	32.09
31204	-11.54	-9.16
31205	-17.10	8.50
31206	-4.63	-20.63
31207	9.77	-111.93
31208	-0.40	-10.80
31209	-3.69	-13.82
31210	20.35	-18.61
31211	-1.61	5.64
31212	-5.00	2.50
31213	-14.55	-20.90
31214	-7.29	-2.21
31215	-29.57	-26.68
31216	-3.40	-5.40
31217	16.67	78.02
31218	4.85	17.37
31219	5.45	13.58
31220	7.34	28.77
31221	-3.35	2.68
31222	-9.39	-22.05
31223	18.40	-129.20
31224	-0.05	-5.04
31225	-13.30	11.12
31226	-14.21	-9.51
31227	-8.80	0.60
31228	-28.55	-362.27
31229	-2.10	5.60
31230	-17.92	0.38
31231	-4.41	-16.79
31232	3.37	-9.45
31233	0.84	-3.21
31234	8.60	-10.79
31235	-0.75	-3.08
31236	-2.02	-1.48
31237	-0.51	-4.24
31238	-0.38	1.18
31239	-3.13	13.61
31240	1.32	-13.42
31241	-1.37	-18.24
31242	-16.85	70.96
31243	-6.44	6.66
31244	4.66	12.10
31245	-11.87	-33.78
31246	120.10	-97.90
31247	-9.70	-5.56
31248	-11.65	3.67
31249	0.47	-3.37
31250	-0.64	4.45
31251	-10.48	12.91
31252	4.47	-12.73
31253	-4.73	-20.30
31254	16.20	-11.50
31255	3.89	0.34
31256	16.99	-25.50
31257	-9.11	-7.77
31258	13.90	-6.90
31259	-3.16	-2.68
31260	-3.71	-1.33
31261	-1.17	-4.67
31262	-4.25	1.12
31263	-3.77	-7.95
31264	-5.14	-29.56
31265	-32.80	34.99
31266	-17.32	-27.32
31267	45.86	33.15
31268	-1.40	-3.11
31269	23.67	1.73
31270	-2.00	-23.10
31271	-5.20	10.80
31272	-78.56	-194.81
31273	-3.14	-11.81
31274	2.38	-24.28
31275	-12.84	-5.53
31276	-0.03	-2.57
31277	-13.14	-86.79
31278	2.09	-17.77
31279	8.86	107.39
31280	118.60	-22.70
31281	-4.01	-7.53
31282	5.58	11.18
31283	3.94	23.39
