# Proper motion data
# HIP	pmRA(mas/yr)	pmDE(mas/yr)
84222	0.93	-16.25
84223	-1020.90	-339.30
84224	11.32	-4.52
84225	-14.49	14.86
84226	1.50	-0.80
84227	-8.41	-14.88
84228	5.50	-4.50
84229	-54.20	-99.50
84230	-19.63	22.49
84231	-3.55	-2.15
84232	17.23	-52.42
84233	-19.51	-15.19
84234	-4.71	-15.15
84235	8.07	-40.68
84236	2.80	64.60
84237	0.25	-35.79
84238	-0.25	-2.34
84239	0.00	13.92
84240	-33.64	-58.53
84241	-3.76	-2.54
84242	0.02	6.20
84243	-15.06	-38.01
84244	-20.22	176.45
84245	-10.13	-6.70
84246	-3.28	4.40
84247	-8.48	0.84
84248	-156.61	-89.84
84249	-26.47	9.07
84250	3.97	1.67
84251	-11.83	-13.43
84252	-52.01	-94.04
84253	-19.71	6.24
84254	2.75	6.27
84255	-44.00	44.90
84256	39.10	-23.60
84257	-3.87	-14.95
84258	7.26	-11.28
84259	8.23	-16.24
84260	-4.27	-6.97
84261	-1.00	-0.83
84262	25.16	-18.11
84263	-0.02	0.49
84264	-35.86	58.81
84265	6.13	4.51
84266	-4.32	-41.68
84267	-1.68	-25.97
84268	-1.04	-9.48
84269	-22.52	-22.40
84270	-1.65	-21.31
84271	-6.80	-16.70
84272	-4.70	-2.00
84273	18.53	2.27
84274	6.20	19.20
84275	1.81	0.32
84276	-8.22	-50.96
84277	-424.37	-410.30
84278	-2.48	-7.02
84279	0.09	-22.86
84280	10.12	-70.09
84281	2.01	9.88
84282	2.15	-0.60
84283	-12.63	-19.59
84284	-1.09	-48.76
84285	-2.30	-20.70
84286	-7.48	-28.22
84287	-8.09	6.62
84288	-27.55	-29.88
84289	-5.90	4.30
84290	42.30	-11.40
84291	6.81	14.09
84292	-0.86	0.22
84293	28.10	-50.60
84294	11.16	16.70
84295	-0.04	2.92
84296	-3.72	-1.46
84297	-2.85	-4.66
84298	8.60	-14.70
84299	-13.40	52.07
84300	-17.40	15.10
84301	-11.10	-126.40
84302	8.83	-72.57
84303	-107.90	70.60
84304	2.57	-6.32
84305	-3.39	-10.64
84306	-13.90	-3.30
84307	-26.10	36.97
84308	-32.42	-29.57
84309	17.40	-35.30
84310	2.00	-2.02
84311	3.76	-5.97
84312	-0.60	-12.30
84313	-1.68	-14.65
84314	4.71	-67.37
84315	55.03	-98.00
84316	-25.92	44.76
84317	-6.80	-15.80
84318	-1.05	-5.65
84319	-5.60	-5.40
84320	-60.43	-68.46
84321	-3.85	-12.15
84322	21.85	10.67
84323	4.51	11.24
84324	2.01	18.49
84325	-45.80	-75.96
84326	-7.62	-17.98
84327	-7.05	-22.00
84328	-10.80	-15.30
84329	5.70	-6.50
84330	-1.08	-6.68
84331	4.70	-8.30
84332	-1.37	-1.54
84333	4.10	-4.70
84334	-25.80	-13.30
84335	-2.73	0.23
84336	-4.40	-15.40
84337	1.06	-2.03
84338	0.57	-3.25
84339	-1.38	-3.52
84340	18.37	-33.74
84341	-22.06	41.55
84342	3.02	-16.52
84343	0.72	-1.56
84344	6.10	-22.10
84345	-17.00	47.00
84346	5.04	6.70
84347	1.00	4.27
84348	0.76	-6.79
84349	-23.20	33.63
84350	47.39	42.65
84351	-14.71	6.24
84352	-3.50	40.86
84353	-38.15	21.85
84354	21.87	-16.68
84355	20.39	53.59
84356	-26.16	-71.24
84357	-19.78	-2.51
84358	14.54	-13.20
84359	14.40	21.30
84360	8.41	-21.25
84361	-2.84	-2.21
84362	0.55	-15.10
84363	5.90	-19.10
84364	20.50	-14.00
84365	-1.15	-38.55
84366	-0.54	-18.85
84367	6.19	0.13
84368	1.30	-2.40
84369	9.34	-58.60
84370	6.40	-22.60
84371	-3.46	-8.35
84372	-82.10	-181.80
84373	-22.51	-19.00
84374	-52.05	13.92
84375	8.36	9.60
84376	-5.60	6.80
84377	35.10	-46.61
84378	-0.69	-8.23
84379	-20.30	-157.60
84380	-27.31	2.83
84381	1.38	-7.34
84382	11.62	-13.13
84383	-23.75	-50.31
84384	-6.25	11.65
84385	-5.75	-1.49
84386	-2.00	-0.80
84387	-9.08	-26.63
84388	-23.14	36.41
84389	5.23	-23.94
84390	-6.28	-8.09
84391	2.70	25.50
84392	1.71	13.02
84393	12.51	-42.77
84394	-6.50	-20.93
84395	-1.70	-1.97
84396	2.97	-14.54
84397	-6.12	-53.77
84398	-2.66	-15.14
84399	25.78	-1.04
84400	-2.22	-13.90
84401	0.30	-1.10
84402	-14.10	-10.30
84403	24.79	-2.68
84404	18.16	-221.02
84405	-465.31	-1140.97
84406	2.83	-14.05
84407	5.70	-41.40
84408	-17.87	-20.17
84409	4.69	-5.94
84410	-44.86	-33.05
84411	-3.88	-12.58
84412	1.32	-13.53
84413	-1.92	4.45
84414	-7.69	-108.54
84415	-14.03	7.65
84416	-23.42	-20.59
84417	-67.00	-225.90
84418	-1.49	-2.52
84419	7.95	-26.14
84420	-6.03	-23.19
84421	8.20	-11.00
84422	12.93	13.96
84423	-9.30	22.40
84424	1.89	-10.34
84425	-173.80	-410.60
84426	-21.19	-8.93
84427	1.77	-17.27
84428	-6.02	-9.73
84429	23.24	3.37
84430	12.10	-21.20
84431	-40.77	22.84
84432	-10.73	-3.47
84433	8.10	16.73
84434	-0.48	-5.99
84435	0.76	-1.95
84436	4.26	-21.59
84437	-0.10	-5.80
84438	-8.20	13.70
84439	9.03	-40.36
84440	-7.60	-22.70
84441	-4.37	26.95
84442	-2.20	-53.01
84443	0.14	10.63
84444	3.50	-1.30
84445	-15.79	-45.72
84446	-9.09	23.65
84447	1.08	-20.66
84448	-2.57	-55.05
84449	-1.89	-15.42
84450	-7.62	-13.82
84451	5.00	-1.80
84452	20.13	-80.00
84453	-12.69	-21.11
84454	0.10	0.77
84455	-38.10	-88.23
84456	1.31	-10.29
84457	1.53	-9.90
84458	-21.93	-24.41
84459	-35.45	-35.65
84460	-137.07	-347.07
84461	-117.35	-155.24
84462	1.30	-14.10
84463	19.51	16.72
84464	-0.15	10.37
84465	5.14	38.49
84466	5.81	6.24
84467	-77.23	-135.64
84468	1.80	16.60
84469	-8.50	44.60
84470	0.03	-6.78
84471	-7.40	-22.40
84472	5.77	9.36
84473	-6.15	-30.28
84474	-13.67	10.77
84475	-0.36	-5.53
84476	57.36	-261.34
84477	0.93	-8.10
84478	-480.15	-1123.46
84479	11.67	-16.98
84480	-12.57	22.19
84481	-12.90	7.50
84482	-0.90	2.50
84483	4.40	2.10
84484	-0.60	-11.51
84485	-1.30	-0.40
84486	-27.78	-26.30
84487	142.52	-22.99
84488	-9.07	-12.42
84489	-108.30	-343.40
84490	5.58	-10.90
84491	-69.48	-165.38
84492	12.19	-5.13
84493	6.66	-1.30
84494	19.47	-9.37
84495	7.41	11.62
84496	-40.96	14.62
84544	4.12	2.21
84497	-71.52	-122.24
84498	-2.95	-13.03
84499	14.46	-8.19
84500	-3.30	-14.80
84501	-23.33	-41.96
84502	-0.93	-26.16
84503	0.49	4.64
84504	5.30	-0.37
84505	-7.85	1.26
84506	10.40	-83.20
84507	-24.01	-64.96
84508	9.80	7.00
84509	5.44	-6.54
84510	-22.79	-53.40
84511	-4.32	-18.16
84512	-31.80	-51.00
84513	-13.40	-2.50
84514	-31.00	-73.10
84515	-60.44	20.02
84516	-5.13	14.24
84517	2.01	0.44
84518	-4.83	9.36
84519	-10.64	-11.31
84545	5.37	1.87
84520	-19.00	112.40
84521	-278.96	-64.83
84522	-2.00	-8.30
84523	4.60	-8.40
84524	-9.62	-7.23
84525	-8.23	23.07
84526	-4.06	-33.26
84527	20.76	-0.64
84528	3.54	9.56
84529	-77.84	-126.41
84530	18.50	9.90
84531	-2.57	-5.38
84532	-40.17	145.62
84533	-2.93	-10.43
84534	-9.50	-24.29
84535	-22.50	-3.70
84536	-4.16	0.73
84537	6.42	14.81
84538	-9.57	32.87
84539	5.03	-17.96
84540	-10.53	-10.87
84541	-156.86	117.80
84542	-1.20	-12.41
84543	7.67	-15.66
84546	-20.21	-115.75
84547	-0.19	-22.96
84548	-6.07	50.36
84549	-7.62	-3.37
84550	-3.26	-10.38
84551	-99.74	-54.83
84552	-17.89	2.18
84553	-14.19	8.14
84554	-0.93	-1.20
84555	4.02	1.83
84556	3.12	-4.53
84557	-23.06	-4.44
84558	-8.43	22.47
84559	-3.18	6.90
84560	0.60	-75.68
84561	-0.48	15.58
84562	42.65	5.55
84563	-14.46	-26.81
84564	-0.74	14.42
84565	-2.21	-11.03
84566	-18.18	-7.27
84567	-23.10	-44.00
84568	-10.39	8.71
84569	6.06	-10.47
84570	11.68	-52.58
84571	11.22	-3.24
84572	96.13	-107.94
84573	-5.00	-5.20
84574	-3.96	3.16
84575	-8.66	-26.83
84576	-27.00	-4.70
84577	4.61	-6.66
84578	0.00	-0.60
84579	-17.00	-112.20
84580	0.60	-2.00
84581	-1.20	2.70
84582	-16.80	6.60
84583	58.43	-29.48
84584	-4.80	-15.10
84585	25.15	-39.99
84586	-21.81	-136.86
84587	-3.80	-5.60
84588	-1.72	0.05
84589	-9.64	10.20
84590	-54.47	-41.75
84591	-4.50	-7.40
84592	14.46	-1.26
84593	-3.41	-21.92
84594	-191.14	-227.92
84595	22.70	-38.30
84596	-1.95	4.97
84597	-28.02	179.36
84598	-3.77	8.70
84599	-3.08	-4.55
84600	-24.62	-7.42
84601	0.01	-14.61
84602	-9.89	44.59
84603	-11.45	5.21
84604	-3.00	-10.69
84605	2.70	-39.00
84606	-43.20	60.90
84607	-71.34	216.43
84608	35.53	-13.75
84609	-8.80	-60.30
84610	-1.78	-9.36
84611	-31.08	-46.21
84612	-0.25	-2.03
84613	-0.40	-35.30
84614	-3.60	-5.80
84615	3.98	13.14
84616	17.38	-195.70
84617	-0.40	10.99
84618	-10.61	0.09
84619	23.27	-7.46
84620	9.76	-36.42
84621	-13.45	-22.81
84622	-1.82	-51.49
84623	5.49	-4.86
84624	3.08	-11.73
84625	-51.40	-48.80
84626	-56.50	-9.39
84627	-8.00	-33.60
84628	-7.28	-21.24
84629	6.27	-38.68
84630	-1.30	-2.70
84631	9.20	-10.50
84632	-22.24	51.58
84633	-124.53	-135.24
84634	-11.30	-16.80
84635	15.60	-7.30
84636	96.80	-73.70
84637	-3.23	-30.10
84638	-2.85	-20.50
84639	-95.14	240.64
84640	-9.51	-12.11
84641	-8.44	-8.17
84642	-54.70	-91.17
84643	-29.40	-27.00
84644	26.16	-21.25
84645	-18.10	15.60
84646	-0.56	-32.29
84647	19.47	-63.29
84648	-10.98	12.55
84649	2.28	11.24
84650	-2.00	-7.00
84651	-5.86	-40.69
84652	106.44	-65.05
84653	-25.10	-42.70
84654	-23.80	-24.70
84655	-2.10	-2.40
84656	-15.70	73.70
84657	-13.41	-34.74
84658	-26.48	-11.71
84659	-19.71	-26.70
84660	16.38	-16.46
84661	-52.89	-35.98
84662	-4.23	-14.36
84901	6.22	-6.22
84663	-11.15	66.57
84664	-6.12	29.96
84665	-25.35	-69.13
84666	-23.90	-48.70
84667	-23.57	46.74
84668	-8.13	1.63
84669	-7.87	-5.97
84670	-8.03	-2.49
84671	8.36	-97.39
84672	12.33	76.89
84673	-4.23	-12.73
84674	-36.75	-8.56
84675	16.70	-11.68
84676	-102.74	53.81
84677	3.44	-17.46
84678	-3.70	-12.45
84679	80.24	-232.26
84680	-23.11	-6.70
84681	11.30	0.29
84682	-7.34	-37.59
84683	-24.61	-38.31
84684	-173.50	-209.10
84685	-32.64	-29.28
84686	-9.66	-20.62
84687	4.10	-1.10
84688	8.45	-35.37
84689	2.75	5.54
84690	-12.16	-16.57
84691	48.33	-6.32
84692	-10.36	-92.48
84693	13.50	-10.87
84694	-24.92	-31.47
84695	-0.96	-7.24
84696	-123.80	-67.60
84697	-11.05	-18.54
84698	-5.01	3.86
84699	-1.11	5.45
84700	-58.31	-23.55
84701	-0.70	-7.36
84702	61.89	106.87
84703	-11.07	-9.19
84704	12.92	7.23
84705	-2.70	5.60
84706	-1.25	-16.32
84707	-20.12	-32.33
84708	10.00	5.20
84709	1129.76	-77.02
84710	9.40	-5.90
84711	-7.93	20.27
84712	21.00	-87.78
84713	2.64	-2.11
84714	32.00	5.50
84715	12.20	39.52
84716	-6.07	-3.15
84717	-6.48	-16.69
84718	-0.65	-33.28
84719	13.58	2.39
84720	1053.50	144.00
84721	-0.77	-16.04
84722	-17.06	6.01
84723	-2.63	-24.79
84724	-5.73	-11.95
84725	15.44	-4.65
84726	-0.86	-12.61
84727	2.81	-29.22
84728	167.31	-199.07
84729	-9.07	-16.27
84730	-18.36	-48.04
84731	-1.50	-10.70
84732	11.84	-34.28
84733	1.19	-7.67
84734	-9.15	-39.00
84735	-0.93	-4.51
84736	-4.13	-8.89
84737	-15.60	-178.00
84738	0.24	-9.93
84739	-63.62	-5.78
84740	168.49	1.25
84741	-27.70	2.20
84742	1.62	-9.07
84743	-4.50	-8.60
84744	10.29	-16.54
84745	3.53	-2.58
84746	-48.90	-71.30
84747	-7.08	-5.13
84748	1.79	-11.87
84749	-5.94	-18.73
84750	-20.80	-47.02
84751	2.08	-8.35
84752	-22.00	14.20
84753	-0.27	-45.56
84754	-105.20	-252.40
84755	-12.90	-60.50
84756	8.16	-15.31
84757	1.34	-3.79
84758	13.53	2.52
84759	7.00	-34.90
84760	7.50	-20.40
84761	-7.30	-52.16
84762	0.04	-14.76
84763	6.00	1.80
84764	0.23	-8.83
84765	7.99	-31.18
84766	-1.80	-17.57
84767	5.41	-14.58
84768	-3.49	-9.79
84769	18.41	-0.08
84770	-8.22	27.94
84771	-0.64	-6.69
84772	-0.61	12.22
84773	10.75	16.12
84774	-10.00	-19.50
84775	12.73	-15.82
84776	-13.90	-31.60
84777	-5.37	-39.80
84778	4.44	-4.80
84779	-17.60	-47.73
84780	25.07	23.66
84781	-253.98	92.46
84782	9.25	-32.04
84783	-5.66	1.40
84784	5.80	-19.10
84785	-29.86	87.37
84786	4.65	5.15
84787	-33.94	-209.48
84788	-1.34	-28.16
84789	24.30	38.90
84790	285.72	-824.41
84791	-9.34	-70.18
84792	4.90	-24.40
84793	7.36	-32.33
84794	-217.60	348.80
84795	-21.33	6.36
84796	13.50	28.86
84797	-1.50	-23.80
84798	36.10	30.30
84799	-4.36	-27.42
84800	74.20	2.10
84801	42.76	-191.75
84802	-13.03	-10.51
84803	-7.60	-221.70
84804	-36.74	-23.02
84805	8.21	2.13
84806	-14.83	-46.22
84807	-22.47	-4.66
84808	8.64	-14.17
84809	33.40	-33.90
84810	1.46	-0.53
84811	-23.80	-18.50
84812	-8.70	19.34
84813	-1.53	14.66
84814	-1.64	-11.15
84815	-24.80	5.02
84816	-269.22	0.17
84817	-8.40	-18.70
84818	-5.76	13.97
84819	8.62	20.91
84820	-4.54	-5.04
84821	19.20	-14.20
84822	-14.33	-45.23
84823	15.66	-48.58
84824	-24.72	-308.69
84825	-0.40	-12.17
84826	-1.14	-7.18
84827	-47.24	-197.23
84828	-1.06	-8.61
84829	-0.19	-6.46
84830	4.37	1.32
84831	-50.51	-52.40
84832	-16.29	31.49
84833	9.12	-56.15
84834	-5.57	-11.56
84835	-30.57	40.89
84836	6.36	-7.31
84837	78.39	-57.68
84838	-191.91	74.94
84839	-9.45	-45.01
84840	-52.19	-175.19
84841	-12.50	-11.87
84842	-5.68	-0.06
84843	-10.71	-10.47
84844	8.19	3.07
84845	12.78	-4.38
84846	-11.42	-29.99
84847	-4.03	-4.34
84848	-14.60	16.05
84849	9.87	-14.79
84850	-7.53	41.92
84851	-25.41	-5.76
84852	-14.34	-23.25
84853	-0.16	-27.74
84854	-10.03	-3.85
84855	203.98	-3.44
84856	-136.64	-144.20
84857	11.24	-33.42
84858	16.66	-0.54
84859	-7.20	-18.80
84860	-14.05	-34.24
84861	13.94	1.39
84862	135.56	-1040.39
84863	-4.57	-23.15
84864	7.64	8.79
84865	3.90	-3.84
84866	17.60	-41.90
84867	-6.98	-10.02
84868	-3.20	2.30
84869	5.11	-106.25
84870	-142.50	-64.00
84871	0.08	6.47
84872	-46.11	-260.03
84873	-7.94	28.79
84874	-57.08	8.70
84875	0.54	-3.78
84876	-0.10	0.00
84877	11.35	3.36
84878	24.43	-19.33
84879	22.20	12.90
84880	41.50	0.60
84881	-14.58	-39.42
84882	-3.55	-0.84
84883	51.10	-22.10
84884	-20.70	-101.64
84885	4.47	-32.55
84886	40.30	214.20
84887	-20.10	-2.10
84888	-4.70	-41.60
84889	-30.24	-30.35
84890	-8.28	56.49
84891	-2.58	8.30
84892	-4.00	27.69
84893	263.84	-205.85
84894	2.98	21.06
84895	2.89	-44.48
84896	-9.44	11.46
84897	1.00	-2.10
84898	10.46	1.58
84899	20.66	-24.07
84900	3.20	-10.00
84902	-4.97	19.52
84903	8.26	15.48
84904	-1.87	8.02
84905	-165.57	270.25
84906	0.38	8.66
84907	99.94	-8.99
84908	-6.84	-8.47
84909	0.08	-9.65
84910	-11.64	29.85
84911	-82.90	20.10
84912	-20.58	32.94
84913	-45.62	-96.83
84914	-31.92	9.04
84916	-98.24	5.19
84917	4.62	3.55
84918	-10.76	-21.32
84919	-6.60	5.50
84920	-23.32	10.85
84921	-11.94	6.46
84922	3.14	-10.35
84923	6.60	-25.32
84924	-135.50	-37.00
84925	-7.86	8.64
84926	2.57	57.41
84927	6.41	19.43
84928	-14.30	-15.28
84929	-4.38	-63.72
84930	6.14	-1.78
84931	-3.83	-19.53
84932	-1.18	10.87
84933	3.83	-37.43
84934	12.82	-0.14
84935	11.07	-24.84
84936	-0.99	-30.97
84937	9.80	-32.10
84938	-7.07	-16.58
84939	-0.31	1.24
84940	-2.24	-20.37
84941	9.11	11.72
84942	-8.31	-7.89
84943	4.91	-2.27
84944	1.02	0.68
84945	-16.01	59.71
84946	7.06	2.50
84947	-33.02	-38.79
84948	-19.80	5.10
84949	9.70	-61.70
84950	18.55	2.76
84951	0.76	-6.96
84952	-12.21	-42.53
84953	12.52	-31.43
84954	-3.76	0.52
84955	-6.99	-13.09
84956	25.81	-126.09
84957	-0.82	-6.71
84958	2.02	2.01
84959	-0.93	1.46
84960	9.90	-12.80
84961	0.20	-7.43
84962	-0.30	9.40
84963	-7.67	16.33
84964	-33.87	-26.88
84965	9.20	-10.05
84966	-1.40	-5.10
84967	-8.21	-17.40
84968	-72.40	-41.22
84969	-37.84	-7.91
84970	-7.37	-23.94
84971	-9.71	0.94
84972	-58.18	35.87
84973	1.00	-14.20
84974	5.25	-15.13
84975	24.10	-66.80
84976	-15.70	54.10
84977	-10.23	41.74
84978	4.07	11.27
84979	-1.97	-11.02
84980	-8.44	-9.35
84981	109.80	30.50
84982	-4.72	-9.00
84983	19.32	-15.90
84984	-12.99	-11.04
84985	9.28	10.80
84986	-6.50	-15.60
84987	-11.66	-75.36
84988	-957.25	-253.15
84989	-4.50	-10.98
84990	10.58	1.20
84991	-5.63	29.52
84992	-149.10	-167.39
84993	7.23	6.89
84994	-63.40	-121.71
84995	21.00	-30.22
84996	-32.89	-61.18
84997	-1.84	-5.47
84998	-9.51	-1.01
84999	41.20	-92.90
85000	-58.60	25.90
85001	-1.69	8.70
85002	22.22	-28.69
85003	8.05	-5.09
85004	-1.50	8.90
85005	-10.16	-3.67
85006	-12.96	11.93
85007	72.00	-162.40
85008	1.51	-8.86
85009	3.48	1.22
85010	62.09	-94.82
85011	-11.23	-27.15
85012	-20.31	36.80
85013	-56.88	-46.69
85014	-0.44	9.82
85015	10.15	-71.11
85016	-3.79	-9.86
85017	2.56	-138.48
85018	-8.83	-5.84
85019	69.10	83.10
85020	-1.17	-0.03
85021	-5.24	51.39
85022	1.20	-5.20
85023	23.99	-7.85
85024	-80.95	-22.96
85025	-19.30	-160.82
85026	-103.15	-226.11
85027	-1.75	-3.48
85028	-17.85	-82.99
85029	8.11	9.13
85030	-34.59	-34.77
85031	-11.50	-23.60
85032	1.00	-16.34
85033	-12.50	-16.40
85034	0.27	0.68
85035	-1.64	-2.18
85036	-4.60	-12.50
85037	-7.63	8.25
85038	-47.80	-82.40
85039	-57.94	35.35
85040	9.60	13.81
85041	-8.35	-1.08
85042	49.54	-107.17
85043	-0.35	-1.52
85044	-3.17	-30.60
85045	22.30	-17.00
85046	2.73	11.47
85047	9.40	-262.08
85048	19.34	-38.81
85049	1.90	-12.40
85050	12.32	-79.86
85051	11.01	0.63
85052	-19.41	10.51
85053	-2.66	-3.65
85054	-20.30	-74.80
85055	-5.48	-6.46
85056	-69.68	-67.41
85057	-8.79	14.87
85058	-75.95	-14.45
85059	0.50	-1.61
85060	7.18	13.98
85061	-9.34	-4.31
85062	0.89	-10.43
85063	9.80	123.36
85064	38.01	-45.02
85065	-9.37	-1.40
85066	47.30	-223.30
85067	2.37	-40.70
85068	8.21	3.65
85069	-7.00	-13.20
85070	7.44	6.40
85071	0.54	-0.71
85072	5.90	-4.40
85073	-3.95	-14.54
85074	-70.32	51.64
85075	-1.00	-5.15
85076	-5.74	12.92
85077	-12.17	-30.24
85078	-8.09	29.46
85079	-7.00	-19.90
85080	-0.40	0.20
85081	60.90	22.40
85082	1.84	-1.45
85083	22.46	-8.40
85084	1.09	-29.56
85085	-5.28	0.18
85086	3.39	14.39
85087	-11.28	3.28
85088	19.15	20.37
85089	-0.46	7.54
85090	-21.70	-14.20
85091	-7.60	14.30
85092	27.83	-1.48
85093	-31.91	-113.46
85094	-1.00	-4.48
85095	-5.49	-13.90
85096	-3.92	0.42
85097	-5.13	-17.04
85098	16.22	-22.69
85099	0.84	6.06
85100	22.39	-39.14
85101	67.69	27.49
85102	-6.68	-11.07
85103	-13.41	-26.78
85104	-51.84	297.46
85105	18.54	-11.38
85106	-16.60	63.90
85107	-10.06	-15.50
85108	-13.82	28.40
85109	12.10	-33.70
85110	5.69	2.91
85111	-15.71	3.35
85112	-39.38	7.71
85113	0.59	-7.84
85114	-38.38	-39.60
85115	-47.10	-109.10
85116	-0.77	-8.62
85117	-3.50	-9.00
85118	-20.50	35.10
85119	-9.70	-22.55
85120	18.51	-9.60
85121	2.40	6.10
85122	-135.70	-178.80
85123	34.50	18.39
85124	0.80	26.40
85125	14.44	-7.14
85126	-171.31	-618.45
85127	-0.79	-23.65
85128	7.00	-2.50
85129	-32.73	84.48
85130	2.43	-5.19
85131	12.01	-134.27
85132	-15.00	-38.40
85133	-3.40	1.60
85134	3.35	-1.68
85135	-1.60	-9.45
85136	-38.20	-0.70
85137	-16.20	-336.41
85138	-1.11	-12.75
85139	4.88	-6.82
85140	-15.63	-17.08
85141	-24.60	-18.70
85142	-83.50	6.00
85167	11.60	-0.25
85143	-9.95	-38.49
85144	-11.64	-8.75
85145	-48.95	-21.34
85146	-3.65	-5.14
85147	0.23	-8.66
85148	-4.10	-4.30
85149	-10.10	36.40
85150	7.26	-3.11
85151	0.40	-6.70
85152	-14.37	5.86
85153	2.40	-16.10
85154	2.51	-16.57
85155	-14.65	-10.29
85156	4.53	9.54
85157	-43.89	-37.98
85158	-0.50	-182.87
85159	1.30	-11.40
85160	-10.57	14.85
85161	1.16	-3.96
85162	-6.34	-30.55
85163	-9.09	3.06
85164	-59.50	-55.50
85165	14.11	-10.50
85166	6.37	-14.25
85168	-0.72	-9.66
85169	1.31	-11.67
85170	4.06	10.37
85171	-7.91	-11.87
85172	1.72	-20.47
85173	-1.85	-10.27
85174	1.30	-7.02
85175	-21.00	39.80
85176	28.67	-5.33
85177	-44.30	-3.00
85178	-34.32	-0.86
85179	-18.00	-60.92
85180	-1.51	-30.02
85181	-25.88	43.40
85182	1.95	5.60
85183	10.87	1.18
85184	-30.50	-124.09
85185	12.51	-29.11
85186	-168.27	-3.08
85187	6.10	8.00
85188	9.62	2.40
85189	-0.03	0.58
85190	-3.61	-22.67
85191	-8.20	-21.20
85192	-6.80	-18.40
85193	-11.30	-85.50
85194	-13.07	17.42
85195	13.49	-7.80
85196	-79.16	-103.19
85197	1.70	-2.20
85198	-4.46	-78.12
85199	-196.15	-25.52
85200	-4.26	16.14
85201	-18.82	20.35
85202	-11.62	-3.77
85203	-5.10	18.50
85204	-0.66	14.64
85205	-4.85	12.20
85206	-13.39	-41.65
85207	-15.60	-26.90
85208	3.18	6.53
85209	-80.80	-194.10
85210	-1.45	-10.40
85211	-12.20	38.51
85212	-6.39	-12.92
85213	-14.54	-6.99
85214	39.91	14.25
85215	22.61	-46.55
85216	-8.50	-11.70
85217	-16.09	-49.46
85218	-0.05	19.63
85219	-17.46	-21.27
85220	11.12	-20.23
85221	6.06	10.60
85222	4.33	34.66
85223	7.34	-14.09
85224	-4.92	-32.96
85225	-2.00	-20.40
85226	10.46	-39.95
85227	-12.30	-1.50
85228	0.05	2.52
85229	-11.10	-0.30
85230	62.30	-79.90
85231	13.12	-1.74
85232	-6.16	-3.77
85233	-0.49	9.54
85234	5.53	-2.61
85235	-530.72	4.63
85236	-6.24	-132.79
85237	-1.48	-18.83
85238	-3.60	4.40
85239	-47.46	-57.16
85240	-2.11	-3.87
85241	18.13	-89.72
85242	23.19	10.49
85243	3.25	5.49
85244	-16.40	83.11
85245	0.75	-3.93
85246	0.43	-24.69
85247	-4.91	-49.40
85248	2.69	-10.49
85249	-6.24	15.09
85250	-1.64	-55.51
85251	-3.31	-6.51
85252	0.67	5.07
85253	-33.64	-117.21
85254	18.26	-2.62
85255	-7.50	11.20
85256	2.29	-11.00
85257	-5.23	-50.40
85258	-8.40	-25.12
85259	-50.97	-55.03
85260	-0.50	-17.70
85261	-10.72	22.55
85262	-22.38	-6.78
85263	-9.80	-41.10
85264	-27.27	-9.12
85265	3.61	-26.11
85266	2.40	5.80
85267	-0.44	-15.77
85268	-90.44	-50.07
85269	-5.55	2.97
85270	1.20	-10.54
85271	-11.06	1.38
85272	1.24	-96.45
85273	-33.60	4.40
85274	8.63	-70.18
85275	-12.11	-16.94
85276	-0.39	-1.34
85277	-11.70	-30.70
85278	-5.19	-21.56
85279	14.41	10.10
85280	12.00	-20.27
85281	-7.67	-19.33
85282	-0.91	5.27
85283	6.80	-11.40
85284	-1.88	-3.53
85285	0.81	-39.06
85286	0.48	9.24
85287	-33.49	-6.96
85288	-5.21	3.57
85289	-11.19	33.00
85314	-170.40	-116.00
85290	-8.25	23.67
85291	11.30	12.10
85292	-4.70	5.00
85293	-7.72	-45.12
85294	47.99	-58.82
85295	-579.48	-1184.52
85296	-12.90	12.21
85297	-14.95	-53.24
85298	6.84	-9.88
85299	-3.54	-109.83
85300	-0.58	-10.36
85301	-116.42	-167.02
85302	-13.90	17.70
85303	1.78	15.50
85304	3.26	-11.65
85305	-4.65	-40.68
85306	-3.20	-9.00
85307	61.21	51.63
85308	0.94	-4.05
85309	-12.87	20.42
85310	-12.54	-11.07
85311	-0.33	-14.46
85312	14.20	9.60
85313	7.23	20.02
85315	-66.30	-51.40
85316	-2.80	-6.98
85317	-9.14	13.85
85318	-7.70	-41.30
85319	-1.49	-7.78
85320	-127.20	-113.60
85321	-3.00	-19.03
85322	-2.70	-1.49
85323	-12.14	12.82
85324	-0.30	-17.02
85325	24.90	-33.90
85326	36.90	-13.50
85327	-0.30	2.80
85328	7.77	0.36
85329	3.39	-2.28
85330	-2.40	20.20
85331	-11.50	0.10
85332	-5.02	-26.38
85333	-0.40	-7.30
85334	2.08	11.46
85335	-7.33	3.50
85336	11.97	-10.28
85337	-7.67	-37.28
85338	-149.12	11.38
85339	-4.46	-50.95
85340	-1.40	-117.30
85341	-1.80	11.33
85342	42.30	-17.60
85343	-9.96	21.57
85344	5.78	-20.63
85345	-6.15	5.83
85346	2.45	-6.67
85347	-0.66	-8.81
85348	-5.05	-2.61
85349	-6.10	4.96
85350	-5.92	23.84
85351	-95.21	-56.09
85352	1.11	-13.39
85353	-12.66	-81.40
85354	128.49	-105.16
85355	0.81	6.85
85356	-5.80	1.52
85357	3.03	-6.48
