# Locations file.  This file is used to create the location list as used
# in the location selection dialog.
# Format:
# + One record per line
# + Fields in a record are delimited with the tab character
# + Line beginning with a # character are comments
# + Field are as follows:
#   - LocationName
#   - Provice/State
#   - Region (Code/Full English Name)
#   - Type code (C/B=Capital, R=Regional capital,N=Normal city,
#                O=Observatory, L=lander, I=spacecraft impact
#                A=spacecraft crash
#   - Population (thousand)
#   - Latitude (deg[N/S])
#   - Longitude (deg[E/W])
#   - Altitude (meters)
#   - Light Pollution (1-9 Bortle scale, empty=auto)
#   - TimeZone (empty=auto)
#   - Planet (empty=Earth)
#   - LandscapeKey (empty=auto)
Itaqui	Rio Grande do Sul	08	N	34.631	29.12528S	56.55306W	61	5	America/Sao_Paulo
Itaquaquecetuba	Sao Paulo	08	N	336.679	23.48611S	46.34833W	748	7	America/Sao_Paulo
Itapuranga	Goias	08	N	19.709	15.56222S	49.94861W	652	5	America/Sao_Paulo
Itapolis	Sao Paulo	08	N	34.552	21.59556S	48.81278W	495	5	America/Sao_Paulo
Itapira	Sao Paulo	08	N	61.607	22.43611S	46.82167W	649	6	America/Sao_Paulo
Itapevi	Sao Paulo	08	N	240.961	23.54889S	46.93417W	772	7	America/Sao_Paulo
Itapeva	Sao Paulo	08	N	62.957	23.98222S	48.87556W	688	6	America/Sao_Paulo
Itapetininga	Sao Paulo	08	N	126.243	23.59167S	48.05306W	670	7	America/Sao_Paulo
Itapetinga	Bahia	08	N	59.721	15.24889S	40.24778W	282	6	America/Bahia
Itaperuna	Rio de Janeiro	08	N	84.435	21.205S	41.88778W	123	6	America/Sao_Paulo
Itaperucu	Parana	08	N	26.546	25.22S	49.34778W	978	5	America/Sao_Paulo
Itapemirim	Espirito Santo	08	N	17.536	21.01111S	40.83389W	9	5	America/Sao_Paulo
Itapema	Santa Catarina	08	N	36.761	27.09028S	48.61139W	4	5	America/Sao_Paulo
Itapecerica da Serra	Sao Paulo	08	N	151.605	23.71694S	46.84917W	901	7	America/Sao_Paulo
Itapecerica	Minas Gerais	08	N	16.684	20.4725S	45.12556W	833	5	America/Sao_Paulo
Itaparica	Bahia	08	N	20.1	12.88833S	38.67861W	20	5	America/Bahia
Itapaci	Goias	08	N	16.117	14.95083S	49.54944W	555	5	America/Sao_Paulo
Itaocara	Rio de Janeiro	08	N	16.762	21.66917S	42.07611W	99	5	America/Sao_Paulo
Itanhaem	Sao Paulo	08	N	103.102	24.18306S	46.78889W	12	7	America/Sao_Paulo
Itambe	Bahia	08	N	23.558	15.245S	40.62444W	357	5	America/Bahia
Itamarandiba	Minas Gerais	08	N	18.063	17.85722S	42.85889W	907	5	America/Sao_Paulo
Itamaraju	Bahia	08	N	47.628	17.03917S	39.53111W	89	5	America/Bahia
Itajuipe	Bahia	08	N	15.516	14.67806S	39.375W	94	5	America/Bahia
Itajuba	Minas Gerais	08	N	81.87	22.42556S	45.45278W	858	6	America/Sao_Paulo
Itajai	Santa Catarina	08	N	155.716	26.90778S	48.66194W	6	7	America/Sao_Paulo
Itai	Sao Paulo	08	N	22.304	23.41778S	49.09056W	616	5	America/Sao_Paulo
Itaguai	Rio de Janeiro	08	N	100.752	22.85222S	43.77528W	31	7	America/Sao_Paulo
Itabuna	Bahia	08	N	205.66	14.78556S	39.28028W	69	7	America/Bahia
Itaborai	Rio de Janeiro	08	N	182.498	22.74444S	42.85944W	47	7	America/Sao_Paulo
Itabirito	Minas Gerais	08	N	39.452	20.25333S	43.80139W	852	5	America/Sao_Paulo
Itabira	Minas Gerais	08	N	99.496	19.61917S	43.22694W	794	6	America/Sao_Paulo
Itaberai	Goias	08	N	22.129	16.02028S	49.81028W	705	5	America/Sao_Paulo
Itaberaba	Bahia	08	N	47.301	12.5275S	40.30694W	274	5	America/Bahia
Itabaianinha	Sergipe	08	N	17.149	11.27389S	37.79W	223	5	America/Maceio
Itabaiana	Sergipe	08	N	63.888	10.685S	37.42528W	190	6	America/Maceio
Irece	Bahia	08	N	63.626	11.30417S	41.85583W	730	6	America/Bahia
Irati	Parana	08	N	45.83	25.46722S	50.65111W	848	5	America/Sao_Paulo
Iracemapolis	Sao Paulo	08	N	16.795	22.58056S	47.51861W	604	5	America/Sao_Paulo
Ipora	Goias	08	N	28.254	16.44194S	51.11778W	594	5	America/Sao_Paulo
Ipira	Bahia	08	N	27.217	12.15833S	39.73722W	331	5	America/Bahia
Ipiau	Bahia	08	N	38.762	14.13449S	39.73948W	140	5	America/Bahia
Ipero	Sao Paulo	08	N	17.16	23.35028S	47.68861W	571	5	America/Sao_Paulo
Ipatinga	Minas Gerais	08	N	228.746	19.46833S	42.53667W	229	7	America/Sao_Paulo
Ipameri	Goias	08	N	18.607	17.72194S	48.15972W	773	5	America/Sao_Paulo
Ipaba	Minas Gerais	08	N	15.97	19.41361S	42.41944W	236	5	America/Sao_Paulo
Inhumas	Goias	08	N	44.058	16.35778S	49.49611W	763	5	America/Sao_Paulo
Indaiatuba	Sao Paulo	08	N	256.223	23.08842S	47.2119W	630	7	America/Sao_Paulo
Indaial	Santa Catarina	08	N	44.359	26.89778S	49.23167W	66	5	America/Sao_Paulo
Imbituva	Parana	08	N	19.671	25.23S	50.60444W	893	5	America/Sao_Paulo
Imbituba	Santa Catarina	08	N	43.45	28.24S	48.67028W	22	5	America/Sao_Paulo
Ilheus	Bahia	08	N	155.499	14.79364S	39.03949W	26	7	America/Bahia
Ilha Solteira	Sao Paulo	08	N	24.997	20.43278S	51.3425W	372	5	America/Sao_Paulo
Ilhabela	Sao Paulo	08	N	35.591	23.77806S	45.35806W	7	5	America/Sao_Paulo
Ijui	Rio Grande do Sul	08	N	71.202	28.38778S	53.91472W	329	6	America/Sao_Paulo
Iguape	Sao Paulo	08	N	23.784	24.70806S	47.55528W	8	5	America/Sao_Paulo
Igrejinha	Rio Grande do Sul	08	N	28.679	29.57444S	50.79028W	36	5	America/Sao_Paulo
Igarape	Minas Gerais	08	N	21.427	20.07028S	44.30167W	812	5	America/Sao_Paulo
Igarapava	Sao Paulo	08	N	29.057	20.03833S	47.74694W	572	5	America/Sao_Paulo
Igaracu do Tiete	Sao Paulo	08	N	22.758	22.50917S	48.55778W	496	5	America/Sao_Paulo
Icara	Santa Catarina	08	N	51.454	28.71333S	49.3W	43	6	America/Sao_Paulo
Ibotirama	Bahia	08	N	17.354	12.18528S	43.22056W	426	5	America/Bahia
Ibiuna	Sao Paulo	08	N	22.86	23.65639S	47.2225W	868	5	America/Sao_Paulo
Ibitinga	Sao Paulo	08	N	49.074	21.75778S	48.82889W	500	5	America/Sao_Paulo
Ibirite	Minas Gerais	08	N	141.374	20.02194S	44.05889W	883	7	America/Sao_Paulo
Ibirataia	Bahia	08	N	19.942	14.06694S	39.64056W	151	5	America/Bahia
Ibirama	Santa Catarina	08	N	18.357	27.05694S	49.51778W	156	5	America/Sao_Paulo
Ibipora	Parana	08	N	44.79	23.26917S	51.04806W	500	5	America/Sao_Paulo
Ibicarai	Bahia	08	N	19.574	14.865S	39.5875W	163	5	America/Bahia
Ibia	Minas Gerais	08	N	18.428	19.47833S	46.53889W	894	5	America/Sao_Paulo
Ibate	Sao Paulo	08	N	29.55	21.95472S	47.99667W	849	5	America/Sao_Paulo
Ibaiti	Parana	08	N	25.796	23.84861S	50.18778W	842	5	America/Sao_Paulo
Iacu	Bahia	08	N	22.664	12.76722S	40.21167W	240	5	America/Bahia
Hortolandia	Sao Paulo	08	N	234.259	22.85833S	47.22W	584	7	America/Sao_Paulo
Herval	Rio Grande do Sul	08	N	18.063	32.02361S	53.39556W	283	5	America/Sao_Paulo
Gurupi	Tocantins	08	N	64.789	11.72917S	49.06861W	299	6	America/Araguaina
Guaxupe	Minas Gerais	08	N	47.889	21.30528S	46.71278W	858	5	America/Sao_Paulo
Guarulhos	Sao Paulo	08	N	1169.577	23.46278S	46.53333W	774	9	America/Sao_Paulo
Guaruja	Sao Paulo	08	N	322.75	23.99306S	46.25639W	13	7	America/Sao_Paulo
Guariba	Sao Paulo	08	N	30.464	21.36S	48.22833W	619	5	America/Sao_Paulo
Guaratuba	Parana	08	N	18.906	25.88278S	48.57472W	6	5	America/Sao_Paulo
Guaratingueta	Sao Paulo	08	N	105.88	22.81639S	45.1925W	545	7	America/Sao_Paulo
Guararema	Sao Paulo	08	N	23.572	23.415S	46.035W	583	5	America/Sao_Paulo
Guararapes	Sao Paulo	08	N	27.557	21.26083S	50.64278W	413	5	America/Sao_Paulo
Guarapuava	Parana	08	N	150.85	25.39048S	51.46541W	1090	7	America/Sao_Paulo
Guarapari	Espirito Santo	08	N	100.925	20.67182S	40.50196W	5	7	America/Sao_Paulo
Guaranesia	Minas Gerais	08	N	17.437	21.29917S	46.8025W	782	5	America/Sao_Paulo
Guaramirim	Santa Catarina	08	N	21.422	26.47306S	49.00278W	34	5	America/Sao_Paulo
Guara	Sao Paulo	08	N	18.263	20.42833S	47.82417W	575	5	America/Sao_Paulo
Guapore	Rio Grande do Sul	08	N	20.05	28.84556S	51.89028W	482	5	America/Sao_Paulo
Guapimirim	Rio de Janeiro	08	N	31.202	22.53722S	42.98194W	33	5	America/Sao_Paulo
Guanhaes	Minas Gerais	08	N	23.727	18.775S	42.9325W	773	5	America/Sao_Paulo
Guanambi	Bahia	08	N	58.877	14.22333S	42.78139W	531	6	America/Bahia
Guaira	Sao Paulo	08	N	34.092	20.31833S	48.31056W	516	5	America/Sao_Paulo
Guacui	Espirito Santo	08	N	19.786	20.77556S	41.67944W	597	5	America/Sao_Paulo
Gravatai	Rio Grande do Sul	08	N	238.778	29.94218S	50.99278W	41	7	America/Sao_Paulo
Governador Valadares	Minas Gerais	08	N	250.878	18.85111S	41.94944W	169	7	America/Sao_Paulo
Goiatuba	Goias	08	N	25.925	18.0125S	49.35472W	768	5	America/Sao_Paulo
Goias	Goias	08	N	19.098	15.93444S	50.14028W	496	5	America/Sao_Paulo
Goianira	Goias	08	N	22.822	16.49611S	49.42639W	760	5	America/Sao_Paulo
Goiania	Goias	08	R	1536.097	16.67861S	49.25389W	766	9	America/Sao_Paulo
Goianesia	Goias	08	N	47.883	15.3175S	49.1175W	649	5	America/Sao_Paulo
Gaspar	Santa Catarina	08	N	33.658	26.93139S	48.95889W	12	5	America/Sao_Paulo
Garibaldi	Rio Grande do Sul	08	N	30.364	29.25611S	51.53361W	607	5	America/Sao_Paulo
Garca	Sao Paulo	08	N	41.302	22.21056S	49.65611W	678	5	America/Sao_Paulo
Gandu	Bahia	08	N	21.565	13.74389S	39.48667W	159	5	America/Bahia
Frutal	Minas Gerais	08	N	40.931	20.02472S	48.94056W	511	5	America/Sao_Paulo
Frederico Westphalen	Rio Grande do Sul	08	N	20.896	27.35917S	53.39444W	528	5	America/Sao_Paulo
Franco da Rocha	Sao Paulo	08	N	108.858	23.32167S	46.72694W	762	7	America/Sao_Paulo
Francisco Morato	Sao Paulo	08	N	171.79	23.28167S	46.74528W	803	7	America/Sao_Paulo
Francisco Beltrao	Parana	08	N	57.618	26.08111S	53.055W	567	6	America/Sao_Paulo
Franca	Sao Paulo	08	N	358.539	20.53861S	47.40083W	1002	7	America/Sao_Paulo
Foz do Iguacu	Parana	08	N	258.248	25.54778S	54.58806W	179	7	America/Sao_Paulo
Forquilhinha	Santa Catarina	08	N	22.998	28.7475S	49.47222W	28	5	America/Sao_Paulo
Formosa	Goias	08	N	81.232	15.53722S	47.33444W	915	6	America/Sao_Paulo
Formiga	Minas Gerais	08	N	56.404	20.46444S	45.42639W	841	6	America/Sao_Paulo
Florianopolis	Santa Catarina	08	R	508.826	27.59667S	48.54917W	26	8	America/Sao_Paulo
Flores da Cunha	Rio Grande do Sul	08	N	20.521	29.02889S	51.18167W	748	5	America/Sao_Paulo
Ferraz de Vasconcelos	Sao Paulo	08	N	167.9	23.54083S	46.36861W	759	7	America/Sao_Paulo
Fernandopolis	Sao Paulo	08	N	61.931	20.28389S	50.24639W	533	6	America/Sao_Paulo
Feira de Santana	Bahia	08	N	619.609	12.26667S	38.96667W	223	8	America/Bahia
Farroupilha	Rio Grande do Sul	08	N	57.65	29.225S	51.34778W	773	6	America/Sao_Paulo
Eunapolis	Bahia	08	N	114.275	16.3775S	39.58028W	173	7	America/Bahia
Euclides da Cunha	Bahia	08	N	29.738	10.5075S	39.01583W	478	5	America/Bahia
Estrela	Rio Grande do Sul	08	N	24.2	28.06111S	50.93833W	910	5	America/Sao_Paulo
Esteio	Rio Grande do Sul	08	N	84.902	29.86139S	51.17917W	12	6	America/Sao_Paulo
Estancia Velha	Rio Grande do Sul	08	N	40.39	29.64833S	51.17389W	43	5	America/Sao_Paulo
Estancia	Sergipe	08	N	55.654	11.26833S	37.43833W	54	6	America/Maceio
Esplanada	Bahia	08	N	18.859	11.79611S	37.945W	156	5	America/Bahia
Espinosa	Minas Gerais	08	N	17.548	14.92611S	42.81917W	567	5	America/Sao_Paulo
Esmeraldas	Minas Gerais	08	N	103.206	19.7625S	44.31389W	755	7	America/Sao_Paulo
Erechim	Rio Grande do Sul	08	N	96.087	27.63461S	52.2754W	790	6	America/Sao_Paulo
Entre Rios	Bahia	08	N	27.405	11.94194S	38.08444W	165	5	America/Bahia
Encruzilhada do Sul	Rio Grande do Sul	08	N	17.199	30.54389S	52.52194W	431	5	America/Sao_Paulo
Encantado	Rio Grande do Sul	08	N	16.637	29.23611S	51.86972W	73	5	America/Sao_Paulo
Embu Guacu	Sao Paulo	08	N	76.31	23.83222S	46.81139W	766	6	America/Sao_Paulo
Embu	Sao Paulo	08	N	221.733	23.64889S	46.85222W	784	7	America/Sao_Paulo
Eloi Mendes	Minas Gerais	08	N	19.413	21.61S	45.56528W	910	5	America/Sao_Paulo
Duque de Caxias	Rio de Janeiro	08	N	818.329	22.78556S	43.31167W	15	8	America/Sao_Paulo
Dourados	Mato Grosso do Sul	08	N	162.202	22.22111S	54.80556W	445	7	America/Campo_Grande
Dom Pedrito	Rio Grande do Sul	08	N	36.911	30.98278S	54.67306W	144	5	America/Sao_Paulo
Dois Vizinhos	Parana	08	N	22.766	25.73361S	53.05722W	562	5	America/Sao_Paulo
Dois Corregos	Sao Paulo	08	N	20.974	22.36611S	48.38028W	673	5	America/Sao_Paulo
Divinopolis	Minas Gerais	08	N	193.832	20.14355S	44.89065W	747	7	America/Sao_Paulo
Diamantino	Mato Grosso	08	N	15.699	14.40861S	56.44611W	282	5	America/Cuiaba
Diamantina	Minas Gerais	08	N	37.343	18.24692S	43.60345W	1281	5	America/Sao_Paulo
Diadema	Sao Paulo	08	N	390.633	23.68611S	46.62278W	784	7	America/Sao_Paulo
Descalvado	Sao Paulo	08	N	26.137	21.90389S	47.61944W	688	5	America/Sao_Paulo
Curvelo	Minas Gerais	08	N	63.954	18.75639S	44.43083W	653	6	America/Sao_Paulo
Curitibanos	Santa Catarina	08	N	32.141	27.28278S	50.58444W	1002	5	America/Sao_Paulo
Curitiba	Parana	08	R	1948.626	25.42778S	49.27306W	924	9	America/Sao_Paulo
Cuiaba	Mato Grosso	08	R	618.124	15.59611S	56.09667W	193	8	America/Cuiaba
Cubatao	Sao Paulo	08	N	118.41	23.895S	46.42528W	6	7	America/Sao_Paulo
Cruzeiro do Oeste	Parana	08	N	15.057	23.785S	53.07333W	465	5	America/Sao_Paulo
Cruzeiro	Sao Paulo	08	N	72.022	22.57316S	44.97108W	545	6	America/Sao_Paulo
Cruz das Almas	Bahia	08	N	47.844	12.67S	39.10194W	224	5	America/Bahia
Cruz Alta	Rio Grande do Sul	08	N	65.275	28.64397S	53.60633W	475	6	America/Sao_Paulo
Cristalina	Goias	08	N	60.21	16.76769S	47.6153W	1229	6	America/Sao_Paulo
Criciuma	Santa Catarina	08	N	161.954	28.6775S	49.36972W	50	7	America/Sao_Paulo
Cravinhos	Sao Paulo	08	N	32.689	21.34028S	47.72944W	801	5	America/Sao_Paulo
Coxim	Mato Grosso do Sul	08	N	30.215	18.50667S	54.76W	205	5	America/Campo_Grande
Cotia	Sao Paulo	08	N	253.608	23.60389S	46.91917W	801	7	America/Sao_Paulo
Cosmopolis	Sao Paulo	08	N	47.772	22.64583S	47.19611W	583	5	America/Sao_Paulo
Coruripe	Alagoas	08	N	31.427	10.12556S	36.17556W	19	5	America/Maceio
Corumba	Mato Grosso do Sul	08	N	96.52	19.00917S	57.65333W	152	6	America/Campo_Grande
Coronel Vivida	Parana	08	N	15.841	25.97972S	52.56778W	715	5	America/Sao_Paulo
Coronel Fabriciano	Minas Gerais	08	N	100.916	19.51861S	42.62889W	239	7	America/Sao_Paulo
Coromandel	Minas Gerais	08	N	22.647	18.47333S	47.20028W	941	5	America/Sao_Paulo
Cornelio Procopio	Parana	08	N	48.487	23.18111S	50.64667W	650	5	America/Sao_Paulo
Corinto	Minas Gerais	08	N	22.121	18.38083S	44.45639W	649	5	America/Sao_Paulo
Cordeiropolis	Sao Paulo	08	N	25.63	22.48194S	47.45667W	660	5	America/Sao_Paulo
Cordeiro	Rio de Janeiro	08	N	15.601	22.02861S	42.36083W	491	5	America/Sao_Paulo
Contagem	Minas Gerais	08	N	627.123	19.93167S	44.05361W	945	8	America/Sao_Paulo
Conselheiro Lafaiete	Minas Gerais	08	N	111.596	20.66028S	43.78611W	998	7	America/Sao_Paulo
Congonhas	Minas Gerais	08	N	48.819	20.50525S	43.8588W	884	5	America/Sao_Paulo
Conde	Bahia	08	N	15.557	11.81361S	37.61056W	9	5	America/Bahia
Concordia	Santa Catarina	08	N	55.367	27.23417S	52.02778W	592	6	America/Sao_Paulo
Conchal	Sao Paulo	08	N	21.351	22.33028S	47.1725W	594	5	America/Sao_Paulo
Conceicao do Coite	Bahia	08	N	35.171	11.56389S	39.28278W	431	5	America/Bahia
Conceicao do Jacuipe	Bahia	08	N	21.597	12.31667S	38.76667W	212	5	America/Bahia
Conceicao das Alagoas	Minas Gerais	08	N	16.152	19.91472S	48.38833W	513	5	America/Sao_Paulo
Conceicao da Feira	Bahia	08	N	15.834	12.50583S	38.99861W	219	5	America/Bahia
Conceicao da Barra	Espirito Santo	08	N	19.309	18.59333S	39.73222W	8	5	America/Sao_Paulo
Colorado	Parana	08	N	20.449	22.8375S	51.97306W	444	5	America/Sao_Paulo
Colombo	Parana	08	N	246.54	25.29167S	49.22417W	1007	7	America/Sao_Paulo
Colatina	Espirito Santo	08	N	101.19	19.53944S	40.63056W	82	7	America/Sao_Paulo
Coaraci	Bahia	08	N	32.344	14.64083S	39.55111W	206	5	America/Bahia
Claudio	Minas Gerais	08	N	21.824	20.44333S	44.76583W	861	5	America/Sao_Paulo
Cicero Dantas	Bahia	08	N	18.317	10.6S	38.38333W	399	5	America/Bahia
Cianorte	Parana	08	N	83.816	23.66333S	52.605W	529	6	America/Sao_Paulo
Nova Xavantina	Mato Grosso	08	N	20.639	14.66463S	52.35558W	271	5	America/Cuiaba
Charqueadas	Rio Grande do Sul	08	N	32.076	29.95472S	51.62528W	22	5	America/Sao_Paulo
Chapeco	Santa Catarina	08	N	160.157	27.09639S	52.61833W	668	7	America/Sao_Paulo
Cerquilho	Sao Paulo	08	N	35.367	23.165S	47.74361W	587	5	America/Sao_Paulo
Ceres	Goias	08	N	18.759	15.30833S	49.59833W	586	5	America/Sao_Paulo
Celso Ramos	Santa Catarina	08	N	15.162	27.63444S	51.33639W	753	5	America/Sao_Paulo
Caxias do Sul	Rio Grande do Sul	08	N	381.27	29.16806S	51.17944W	787	7	America/Sao_Paulo
Caxambu	Minas Gerais	08	N	22.701	21.97722S	44.9325W	908	5	America/Sao_Paulo
Catu	Bahia	08	N	39.932	12.35306S	38.37889W	79	5	America/Bahia
Catanduva	Sao Paulo	08	N	109.612	21.13778S	48.97278W	517	7	America/Sao_Paulo
Catalao	Goias	08	N	63.544	18.16583S	47.94639W	843	6	America/Sao_Paulo
Cataguases	Minas Gerais	08	N	62.618	21.38917S	42.69667W	180	6	America/Sao_Paulo
Castro	Parana	08	N	42.091	24.78927S	50.01225W	986	5	America/Sao_Paulo
Castelo	Espirito Santo	08	N	20.198	20.60361S	41.18472W	129	5	America/Sao_Paulo
Cassilandia	Mato Grosso do Sul	08	N	18.497	19.11333S	51.73417W	475	5	America/Campo_Grande
Casimiro de Abreu	Rio de Janeiro	08	N	19.087	22.48056S	42.20417W	23	5	America/Sao_Paulo
Cascavel	Parana	08	N	257.172	24.95583S	53.45528W	786	7	America/Sao_Paulo
Casa Branca	Sao Paulo	08	N	22.497	21.77389S	47.08639W	692	5	America/Sao_Paulo
Carmo do Paranaiba	Minas Gerais	08	N	26.537	19.00083S	46.31611W	1069	5	America/Sao_Paulo
Carmo do Cajuru	Minas Gerais	08	N	16.332	20.18417S	44.77111W	756	5	America/Sao_Paulo
Carlos Barbosa	Rio Grande do Sul	08	N	19.105	29.2975S	51.50361W	680	5	America/Sao_Paulo
Carazinho	Rio Grande do Sul	08	N	59.417	28.28389S	52.78639W	605	6	America/Sao_Paulo
Caratinga	Minas Gerais	08	N	60.066	19.78972S	42.13917W	586	6	America/Sao_Paulo
Carapicuiba	Sao Paulo	08	N	361.112	23.52272S	46.835W	762	7	America/Sao_Paulo
Carangola	Minas Gerais	08	N	25.321	20.73306S	42.02944W	416	5	America/Sao_Paulo
Carandai	Minas Gerais	08	N	16.657	20.95361S	43.80639W	1096	5	America/Sao_Paulo
Caraguatatuba	Sao Paulo	08	N	123.389	23.62028S	45.41306W	2	7	America/Sao_Paulo
Capivari	Sao Paulo	08	N	35.518	22.995S	47.50778W	555	5	America/Sao_Paulo
Capinzal	Santa Catarina	08	N	23.795	27.34361S	51.61194W	459	5	America/Sao_Paulo
Capim Grosso	Bahia	08	N	17.322	11.38111S	40.01278W	416	5	America/Bahia
Capelinha	Minas Gerais	08	N	20.073	17.69139S	42.51583W	926	5	America/Sao_Paulo
Capela	Sergipe	08	N	16.023	10.50333S	37.05278W	165	5	America/Maceio
Capao da Canoa	Rio Grande do Sul	08	N	35.896	29.74556S	50.00972W	6	5	America/Sao_Paulo
Capao Bonito	Sao Paulo	08	N	37.206	24.00583S	48.34944W	712	5	America/Sao_Paulo
Canoinhas	Santa Catarina	08	N	38.862	26.17722S	50.39W	779	5	America/Sao_Paulo
Canoas	Rio Grande do Sul	08	N	328.291	29.91778S	51.18361W	25	7	America/Sao_Paulo
Cangucu	Rio Grande do Sul	08	N	20.134	31.395S	52.67556W	406	5	America/Sao_Paulo
Canela	Rio Grande do Sul	08	N	33.528	29.35622S	50.81357W	826	5	America/Sao_Paulo
Candido Mota	Sao Paulo	08	N	28.144	22.74639S	50.38694W	483	5	America/Sao_Paulo
Candelaria	Rio Grande do Sul	08	N	30.171	29.66917S	52.78889W	53	5	America/Sao_Paulo
Canavieiras	Bahia	08	N	26.375	15.675S	38.94722W	9	5	America/Bahia
Campo Verde	Mato Grosso do Sul	08	N	22.806	20.41667S	54.06667W	471	5	America/Campo_Grande
Campos Novos	Santa Catarina	08	N	22.563	27.40167S	51.225W	937	5	America/Sao_Paulo
Campos Gerais	Minas Gerais	08	N	22.26	21.235S	45.75861W	840	5	America/Sao_Paulo
Campos do Jordao	Sao Paulo	08	N	52.405	22.73944S	45.59139W	1603	6	America/Sao_Paulo
Campos Belos	Goias	08	N	15.582	13.03667S	46.77167W	629	5	America/Sao_Paulo
Campos dos Goytacazes	Rio de Janeiro	08	N	511.168	21.75227S	41.33044W	13	8	America/Sao_Paulo
Campo Mourao	Parana	08	N	75.401	24.04309S	52.37929W	611	6	America/Sao_Paulo
Campo Largo	Parana	08	N	94.668	25.45955S	49.53014W	965	6	America/Sao_Paulo
Campo Grande	Mato Grosso do Sul	08	R	906.092	20.44278S	54.64639W	592	8	America/Campo_Grande
Campo Formoso	Bahia	08	N	23.92	10.5075S	40.32139W	580	5	America/Bahia
Campo Belo	Minas Gerais	08	N	47.491	20.89722S	45.27722W	854	5	America/Sao_Paulo
Campinas	Sao Paulo	08	N	1031.554	22.90556S	47.06083W	686	9	America/Sao_Paulo
Campina Grande do Sul	Parana	08	N	31.112	25.30556S	49.05528W	885	5	America/Sao_Paulo
Cambui	Minas Gerais	08	N	21.246	22.61222S	46.0575W	896	5	America/Sao_Paulo
Cambe	Parana	08	N	91.08	23.27583S	51.27833W	668	6	America/Sao_Paulo
Cambara	Parana	08	N	21.38	23.04639S	50.07361W	450	5	America/Sao_Paulo
Camaqua	Rio Grande do Sul	08	N	53.169	30.85111S	51.81222W	39	6	America/Sao_Paulo
Camanducaia	Minas Gerais	08	N	17.822	22.75528S	46.14472W	1012	5	America/Sao_Paulo
Camacari	Bahia	08	N	188.758	12.6975S	38.32417W	29	7	America/Bahia
Caldas Novas	Goias	08	N	63.675	17.74431S	48.62789W	695	6	America/Sao_Paulo
Cajuru	Sao Paulo	08	N	19.539	21.27528S	47.30417W	786	5	America/Sao_Paulo
Cajati	Sao Paulo	08	N	27.565	24.73611S	48.12278W	41	5	America/Sao_Paulo
Cajamar	Sao Paulo	08	N	56.682	23.35611S	46.87694W	735	6	America/Sao_Paulo
Caieiras	Sao Paulo	08	N	87.188	23.36417S	46.74056W	793	6	America/Sao_Paulo
Caetite	Bahia	08	N	27.187	14.06944S	42.475W	818	5	America/Bahia
Caete	Minas Gerais	08	N	33.231	19.88S	43.66972W	910	5	America/Sao_Paulo
Cachoeiro de Itapemirim	Espirito Santo	08	N	187.019	20.84889S	41.11278W	39	7	America/Sao_Paulo
Cachoeirinha	Rio Grande do Sul	08	N	121.084	29.95111S	51.09389W	15	7	America/Sao_Paulo
Cachoeiras de Macacu	Rio de Janeiro	08	N	46.177	22.4625S	42.65306W	63	5	America/Sao_Paulo
Cachoeira do Sul	Rio Grande do Sul	08	N	74.694	30.03917S	52.89389W	77	6	America/Sao_Paulo
Cachoeira	Bahia	08	N	33.567	12.60139S	38.96576W	8	5	America/Bahia
Cacapava do Sul	Rio Grande do Sul	08	N	17.522	30.51436S	53.48496W	426	5	America/Sao_Paulo
Cacapava	Sao Paulo	08	N	72.34	23.10083S	45.70694W	564	6	America/Sao_Paulo
Cacador	Santa Catarina	08	N	63.726	26.77528S	51.015W	916	6	America/Sao_Paulo
Cabreuva	Sao Paulo	08	N	38.738	23.3075S	47.13278W	638	5	America/Sao_Paulo
Cabo Frio	Rio de Janeiro	08	N	108.239	22.88717S	42.02622W	13	7	America/Sao_Paulo
Butia	Rio Grande do Sul	08	N	19.494	30.11972S	51.96222W	71	5	America/Sao_Paulo
Buritizeiro	Minas Gerais	08	N	25.103	17.35111S	44.96222W	516	5	America/Sao_Paulo
Buritis	Minas Gerais	08	N	16.243	15.61778S	46.42333W	539	5	America/Sao_Paulo
Buri	Sao Paulo	08	N	15.958	23.7975S	48.59278W	603	5	America/Sao_Paulo
Buerarema	Bahia	08	N	16.001	14.95944S	39.29972W	111	5	America/Bahia
Brusque	Santa Catarina	08	N	88.284	27.09795S	48.91281W	22	6	America/Sao_Paulo
Brumado	Bahia	08	N	41.989	14.20361S	41.66528W	427	5	America/Bahia
Brumadinho	Minas Gerais	08	N	27.563	20.14333S	44.19972W	757	5	America/Sao_Paulo
Brotas	Sao Paulo	08	N	18.689	22.28417S	48.12667W	651	5	America/Sao_Paulo
Brodosqui	Sao Paulo	08	N	18.366	20.99139S	47.65861W	866	5	America/Sao_Paulo
Brasilia	Federal District	08	C	2207.718	15.77972S	47.92972W	1136	9	America/Sao_Paulo
Braganca Paulista	Sao Paulo	08	N	125.096	22.9527S	46.54418W	831	7	America/Sao_Paulo
Braco do Norte	Santa Catarina	08	N	22.374	28.275S	49.16556W	69	5	America/Sao_Paulo
Botucatu	Sao Paulo	08	N	148.13	22.88583S	48.445W	837	7	America/Sao_Paulo
Bom Jesus do Itabapoana	Rio de Janeiro	08	N	30.821	21.13389S	41.67972W	90	5	America/Sao_Paulo
