187.9021;+70.7372;FBS 1229+710     ;12 31 36.5;+70 44 14; 0.208;15.66;     ;-24.2
190.0800; -3.8222;RXS J12403-0349  ;12 40 19.2;-03 49 20; 0.090;15.00;     ;-23.0
190.8946; -6.2225;PKS 1240-059     ;12 43 34.7;-06 13 21; 0.139;16.00;     ;-22.9
191.7996;-18.5997;HE 1244-1819     ;12 47 11.9;-18 35 59; 1.041;15.80;     ;-27.9
192.5237;+26.5186;PG 1247+268      ;12 50 05.7;+26 31 07; 2.042;15.92; 0.20;-28.9
192.8700;+29.2572;KUV 12491+2932   ;12 51 28.8;+29 15 26; 1.160;15.97; 0.29;-27.6
193.6504;-12.5633;3C 278           ;12 54 36.1;-12 33 48; 0.016;11.60;     ;-22.6
193.7825;+78.6208;NPM1G+78.0053    ;12 55 07.8;+78 37 15; 0.043;12.90;     ;-23.4
194.1062;-21.9222;CGRaBS J1256-2155;12 56 25.5;-21 55 20; 0.129;15.90;     ;-22.3
195.3037;+59.0353;PG 1259+593      ;13 01 12.9;+59 02 07; 0.472;15.89; 0.15;-25.7
195.9275;-24.2447;NVSS J13037-2414 ;13 03 42.6;-24 14 41; 0.127;15.70;     ;-22.5
196.3875;-10.5556;PKS 1302-102     ;13 05 33.0;-10 33 20; 0.286;15.23;-0.05;-25.4
196.5554;+39.2572;FIRST J13062+3915;13 06 13.3;+39 15 26; 0.447;15.71;     ;-25.9
196.8242;+34.3561;IRAS 13049+3437  ;13 07 17.8;+34 21 22; 0.222;15.00;     ;-25.0
197.4458; +8.3297;PG 1307+085      ;13 09 47.0;+08 19 47; 0.155;15.89; 0.15;-23.2
197.6196;+32.3456;B2 1308+32       ;13 10 28.7;+32 20 44; 0.997;15.24; 0.37;-27.9
198.0737;+35.2556;PG 1309+355      ;13 12 17.7;+35 15 20; 0.184;15.64;     ;-24.0
198.3392;+78.3647;HS 1312+7837     ;13 13 21.4;+78 21 53; 2.000;15.84;     ;-29.2
199.4367;-14.2822;CTS R13.07       ;13 17 44.8;-14 16 56; 0.430;15.52; 0.22;-25.8
