M   1                                 1952                              
M   2                                 7089                              
M   3                                 5272                              
M   4                                 6121                              
M   5                                 5904                              
M   6                                 6405                              
M   7                                 6475                              
M   8                                 6523                              
M   9                                 6333                              
M  10                                 6254                              
M  11                                 6705                              
M  12                                 6218                              
M  13                                 6205                              
M  14                                 6402                              
M  15                                 7078                              
M  16                                 6611                              
M  17                                 6618                              
M  18                                 6613                              
M  19                                 6273                              
M  20                                 6514                              
M  21                                 6531                              
M  22                                 6656                              
M  23                                 6494                              
M  24                                 6603                            
M  25                                I4725                              
M  26                                 6694                              
M  27                                 6853                              
M  28                                 6626                              
M  29                                 6913                              
M  30                                 7099                              
M  31                                  224                              
M  32                                  221                              
M  33                                  598                              
M  34                                 1039                              
M  35                                 2168                              
M  36                                 1960                              
M  37                                 2099                              
M  38                                 1912                              
M  39                                 7092                              
M  41                                 2287                              
M  42                                 1976                              
M  43                                 1982                              
M  44                                 2632                              
M  45                                 1432                              
M  46                                 2437                              
M  47                                 2422                              
M  48                                 2548                              
M  49                                 4472                              
M  50                                 2323                              
M  51                                 5194                              
M  51                                 5195                              
M  52                                 7654                              
M  53                                 5024                              
M  54                                 6715                              
M  55                                 6809                              
M  56                                 6779                              
M  57                                 6720                              
M  58                                 4579                              
M  59                                 4621                              
M  60                                 4649                              
M  61                                 4303                              
M  62                                 6266                              
M  63                                 5055                              
M  64                                 4826                              
M  65                                 3623                              
M  66                                 3627                              
M  67                                 2682                              
M  68                                 4590                              
M  69                                 6637                              
M  70                                 6681                              
M  71                                 6838                              
M  72                                 6981                              
M  73                                 6994                              
M  74                                  628                              
M  75                                 6864                              
M  76                                  650                              
M  76                                  651                              
M  77                                 1068                              
M  78                                 2068                              
M  79                                 1904                              
M  80                                 6093                              
M  81                                 3031                              
M  82                                 3034                              
M  83                                 5236                              
M  84                                 4374                              
M  85                                 4382                              
M  86                                 4406                              
M  87                                 4486                              
M  88                                 4501                              
M  89                                 4552                              
M  90                                 4569                              
M  91                                 4548                              
M  92                                 6341                              
M  93                                 2447                              
M  94                                 4736                              
M  95                                 3351                              
M  96                                 3368                              
M  97                                 3587                              
M  98                                 4192                              
M  99                                 4254                              
M 100                                 4321                              
M 101                                 5457                              
M 102                                 5866                              
M 103                                  581                              
M 104                                 4594                              
M 105                                 3379                              
M 106                                 4258                              
M 107                                 6171                              
M 108                                 3556                              
M 109                                 3992                              
M 110                                  205                              
C   1                                  188                              
C   2                                   40                              
C   3                                 4236                              
C   4                                 7023                              
C   5                                I 342                              
C   6                                 6543                              
C   7                                 2403                              
C   8                                  559                              
C  10                                  663                              
C  11                                 7635                              
C  12                                 6946                              
C  13                                  457                              
C  14                                  869                              
C  15                                 6826                              
C  16                                 7243                              
C  17                                  147                              
C  18                                  185                              
C  19                                I5146                              
C  20                                 7000                              
C  21                                 4449                              
C  22                                 7662                              
C  23                                  891                              
C  24                                 1275                              
C  25                                 2419                              
C  26                                 4244                              
C  27                                 6888                              
C  28                                  752                              
C  29                                 5005                              
C  30                                 7331                              
C  31                                I 405                              
C  32                                 4631                              
C  33                                 6992                              
C  34                                 6960                              
C  35                                 4889                              
C  36                                 4559                              
C  37                                 6885                              
C  38                                 4565                              
C  39                                 2392                              
C  40                                 3626                              
C  42                                 7006                              
C  43                                 7814                              
C  44                                 7479                              
C  45                                 5248                              
C  46                                 2261                              
C  47                                 6934                              
C  48                                 2775                              
C  49                                 2237                              
C  50                                 2244                              
C  51                                I1613                              
C  52                                 4697                              
C  53                                 3115                              
C  54                                 2506                              
C  55                                 7009                              
C  56                                  246                              
C  57                                 6822                              
C  58                                 2360                              
C  59                                 3242                              
C  60                                 4038                              
C  61                                 4039                              
C  62                                  247                              
C  63                                 7293                              
C  64                                 2362                              
C  65                                  253                              
C  66                                 5694                              
C  67                                 1097                              
C  68                                 6729                              
C  69                                 6302                              
C  70                                  300                              
C  71                                 2477                              
C  72                                   55                              
C  73                                 1851                              
C  74                                 3132                              
C  75                                 6124                              
C  76                                 6231                              
C  77                                 5128                              
C  78                                 6541                              
C  79                                 3201                              
C  80                                 5139                              
C  81                                 6352                              
C  82                                 6193                              
C  83                                 4945                              
C  84                                 5286                              
C  85                                I2391                              
C  86                                 6397                              
C  87                                 1261                              
C  88                                 5823                              
C  89                                 6087                              
C  90                                 2867                              
C  91                                 3532                              
C  92                                 3372                              
C  93                                 6752                              
C  94                                 4755                              
C  95                                 6025                              
C  96                                 2516                              
C  97                                 3766                              
C  98                                 4609                              
C 100                                I2944                              
C 101                                 6744                              
C 102                                I2602                              
C 103                                 2070                              
C 104                                  362                              
C 105                                 4833                              
C 106                                  104                              
C 107                                 6101                              
C 108                                 4372                              
C 109                                 3195                              
Cr  1                                  103                              
Cr  2                                  129                              
Cr  3                                  133                              
Cr  4                                  136                              
Cr  5                                  146                              
Cr  6                                  188                              
Cr  7                                  225                              
Cr  8                                  281                              
Cr  9                                  366                              
Cr 10                                  381                              
Cr 11                                  436                              
Cr 12                                  457                              
Cr 13                                  559                              
Cr 14                                  581                              
Cr 16                                  609                              
Cr 17                                  637                              
Cr 18                                  654                              
Cr 19                                  659                              
Cr 20                                  663                              
Cr 22                                  744                              
Cr 23                                  752                              
Cr 24                                  869                              
Cr 25                                  884                              
Cr 26                                I1805                              
Cr 27                                  956                              
Cr 28                                  957                              
Cr 30                                 1027                              
Cr 31                                 1039                              
Cr 32                                I1848                              
Cr 35                                 1193                              
Cr 37                                 1220                              
Cr 38                                 1245                              
Cr 40                                 1342                              
Cr 41                                I 348                              
Cr 42                                 1432                              
Cr 43                                 1444                              
Cr 44                                 1496                              
Cr 45                                 1502                              
Cr 46                                 1513                              
Cr 47                                 1528                              
Cr 48                                I 361                              
Cr 49                                 1545                              
Cr 51                                 1582                              
Cr 52                                 1605                              
Cr 53                                 1624                              
Cr 54                                 1647                              
Cr 55                                 1662                              
Cr 56                                 1664                              
Cr 57                                 1746                              
Cr 58                                 1778                              
Cr 59                                 1807                              
Cr 60                                 1817                              
Cr 61                                 1857                              
Cr 63                                 1893                              
Cr 64                                 1883                              
Cr 66                                 1907                              
Cr 67                                 1912                              
Cr 68                                 1931                              
Cr 71                                 1960                              
Cr 72                                 1980                              
Cr 73                                 1981                              
Cr 75                                 2099                              
Cr 76                                 2112                              
Cr 77                                 2129                              
Cr 78                                 2126                              
Cr 79                                 2141                              
Cr 81                                 2158                              
Cr 82                                 2168                              
Cr 83                                 2169                              
Cr 84                                 2175                              
Cr 85                                 2186                              
Cr 86                                 2192                              
Cr 87                                 2194                              
Cr 88                                 2204                              
Cr 90                                 2215                              
Cr 93                                 2232                              
Cr 94                                 2236                              
Cr 98                                 2243                              
Cr 99                                 2244                              
Cr100                                 2250                              
Cr101                                 2251                              
Cr102                                 2252                              
Cr103                                 2254                              
Cr108                                 2259                              
Cr109                                 2262                              
Cr112                                 2264                              
Cr113                                 2266                              
Cr114                                 2269                              
Cr116                                 2281                              
Cr117                                 2286                              
Cr118                                 2287                              
Cr119                                 2301                              
Cr120                                 2304                              
Cr122                                 2309                              
Cr123                                 2311                              
Cr124                                 2323                              
Cr125                                 2324                              
Cr126                                 2331                              
Cr127                                 2335                              
Cr128                                 2343                              
Cr129                                 2345                              
Cr130                                 2353                              
Cr131                                 2354                              
Cr133                                 2355                              
Cr134                                 2360                              
Cr136                                 2362                              
Cr137                                 2367                              
Cr138                                 2368                              
Cr139                                 2374                              
Cr141                                 2383                              
Cr142                                 2384                              
Cr144                                 2395                              
Cr148                                 2396                              
Cr149                                 2401                              
Cr150                                 2414                              
Cr151                                 2421                              
Cr152                                 2422                              
Cr153                                 2423                              
Cr154                                 2420                              
Cr157                                 2432                              
Cr158                                 2439                              
Cr159                                 2437                              
Cr160                                 2447                              
Cr161                                 2451                              
Cr162                                 2453                              
Cr163                                 2455                              
Cr164                                 2467                              
Cr165                                 2477                              
Cr166                                 2482                              
Cr169                                 2489                              
Cr170                                 2506                              
Cr171                                 2509                              
Cr172                                 2516                              
Cr174                                 2527                              
Cr175                                 2533                              
Cr176                                 2539                              
Cr177                                 2547                              
Cr178                                 2546                              
Cr179                                 2548                              
Cr180                                 2567                              
Cr181                                 2571                              
Cr182                                 2579                              
Cr183                                 2580                              
Cr184                                 2587                              
Cr186                                 2588                              
Cr188                                 2627                              
Cr189                                 2632                              
Cr190                                 2635                              
Cr191                                I2391                              
Cr192                                I2395                              
Cr193                                 2660                              
Cr194                                 2659                              
Cr195                                 2658                              
Cr199                                 2669                              
Cr200                                 2670                              
Cr201                                 2671                              
Cr204                                 2682                              
Cr206                                 2818                              
Cr207                                 2849                              
Cr208                                I2488                              
Cr209                                 2910                              
Cr210                                 2925                              
Cr211                                 2972                              
Cr212                                 3033                              
Cr214                                 3105                              
Cr215                                 3114                              
Cr218                                 3228                              
Cr220                                 3247                              
Cr221                                 3255                              
Cr222                                I2581                              
Cr224                                 3293                              
Cr225                                 3324                              
Cr226                                 3330                              
Cr229                                I2602                              
Cr237                                 3496                              
Cr238                                 3532                              
Cr239                                 3572                              
Cr242                                 3590                              
Cr244                                 3603                              
Cr245                                I2714                              
Cr247                                 3680                              
Cr248                                 3766                              
Cr249                                I2944                              
Cr250                                 3960                              
Cr251                                 4052                              
Cr252                                 4103                              
Cr253                                 4230                              
Cr254                                 4337                              
Cr255                                 4349                              
Cr259                                 4439                              
Cr260                                 4463                              
Cr263                                 4609                              
Cr264                                 4755                              
Cr265                                 4815                              
Cr266                                 4852                              
Cr267                                 5053                              
Cr270                                 5138                              
Cr273                                 5168                              
Cr276                                 5281                              
Cr278                                 5288                              
Cr279                                 5316                              
Cr280                                 5460                              
Cr281                                 5606                              
Cr282                                 5617                              
Cr284                                 5662                              
Cr286                                 5715                              
Cr287                                 5749                              
Cr288                                 5764                              
Cr289                                 5822                              
Cr290                                 5823                              
Cr291                                 5925                              
Cr293                                 5999                              
Cr294                                 6005                              
Cr296                                 6025                              
Cr297                                 6031                              
Cr298                                 6067                              
Cr300                                 6087                              
Cr301                                 6124                              
Cr303                                 6134                              
Cr304                                 6152                              
Cr305                                 6167                              
Cr306                                 6169                              
Cr308                                 6178                              
Cr309                                 6192                              
Cr310                                 6193                              
Cr311                                 6200                              
Cr312                                 6204                              
Cr313                                 6208                              
Cr314                                 6222                              
Cr315                                 6231                              
Cr317                                 6242                              
Cr319                                 6249                              
Cr320                                 6250                              
Cr321                                 6253                              
Cr322                                 6259                              
Cr323                                 6268                              
Cr324                                 6281                              
Cr325                                 6318                              
Cr326                                 6322                              
Cr327                                I4651                              
Cr328                                 6352                              
Cr330                                 6355                              
Cr334                                 6374                              
Cr335                                 6383                              
Cr339                                 6393                              
Cr340                                 6404                              
Cr341                                 6405                              
Cr342                                 6400                              
Cr344                                 6416                              
Cr346                                 6426                              
Cr348                                 6425                              
Cr349                                I4665                              
Cr352                                 6451                              
Cr353                                 6469                              
Cr354                                 6475                              
Cr356                                 6494                              
Cr358                                 6507                              
Cr360                                 6514                              
Cr361                                 6520                              
Cr362                                 6530                              
Cr363                                 6531                              
Cr364                                 6540                              
Cr365                                 6546                              
Cr366                                 6544                              
Cr368                                 6558                              
Cr369                                 6568                              
Cr370                                 6583                              
Cr371                                 6595                              
Cr373                                 6604                              
Cr374                                 6603                              
Cr375                                 6611                              
Cr376                                 6613                              
Cr379                                 6631                              
Cr380                                 6633                              
Cr381                                 6642                              
Cr382                                I4725                              
Cr383                                 6631                              
Cr384                                 6649                              
Cr385                                 6664                              
Cr386                                I4756                              
Cr389                                 6694                              
Cr390                                 6704                              
Cr391                                 6705                              
Cr392                                 6709                              
Cr393                                 6716                              
Cr395                                 6717                              
Cr396                                 6738                              
Cr397                                 6755                              
Cr398                                 6756                              
Cr400                                 6802                              
Cr402                                 6811                              
Cr403                                 6819                              
Cr404                                 6820                              
Cr405                                 6823                              
Cr406                                 6830                              
Cr407                                 6834                              
Cr409                                 6838                              
Cr410                                 6846                              
Cr412                                 6866                              
Cr413                                 6871                              
Cr414                                I1311                              
Cr415                                 6883                              
Cr416                                 6882                              
Cr417                                 6885                              
Cr418                                I4996                              
Cr420                                 6910                              
Cr422                                 6913                              
Cr423                                 6939                              
Cr424                                 6940                              
Cr425                                 6996                              
Cr426                                 6994                              
Cr429                                 7023                              
Cr430                                 7031                              
Cr431                                 7039                              
Cr432                                I1369                              
Cr433                                 7044                              
Cr434                                 7062                              
Cr435                                 7063                              
Cr436                                 7067                              
Cr437                                 7086                              
Cr438                                 7092                              
Cr439                                I1396                              
Cr440                                 7128                              
Cr441                                 7129                              
Cr442                                 7142                              
Cr443                                 7160                              
Cr444                                 7209                              
Cr445                                I1434                              
Cr446                                 7226                              
Cr447                                 7235                              
Cr448                                 7243                              
Cr449                                 7245                              
Cr450                                 7261                              
Cr451                                 7296                              
Cr452                                 7380                              
Cr453                                 7419                              
Cr454                                 7510                              
Cr455                                 7654                              
Cr456                                 7686                              
Cr457                                 7762                              
Cr459                                 7788                              
Cr460                                 7789                              
Cr461                                 7790                              
Cr462                                  189                              
Cr470                                I5146                              
Me  1                                  104                              
Me  2                                  188                              
Me  3                                  288                              
Me  4                                  362                              
Me  5                                  371                              
Me  6                                  436                              
Me  7                                  457                              
Me  8                                  581                              
Me  9                                  654                              
Me 10                                  659                              
Me 11                                  663                              
Me 12                                  752                              
Me 13                                  869                              
Me 14                                  884                              
Me 16                                 1027                              
Me 17                                 1039                              
Me 18                                 1245                              
Me 19                                 1261                              
Me 21                                 1342                              
Me 23                                 1528                              
Me 24                                I 361                              
Me 26                                 1647                              
Me 27                                 1664                              
Me 28                                 1746                              
Me 29                                 1804                              
Me 30                                 1851                              
Me 32                                 1857                              
Me 33                                 1893                              
Me 34                                 1904                              
Me 35                                 1907                              
Me 36                                 1912                              
Me 37                                 1960                              
Me 38                                 2099                              
Me 39                                 2126                              
Me 40                                 2158                              
Me 41                                 2168                              
Me 42                                 2192                              
Me 43                                 2194                              
Me 44                                 2204                              
Me 45                                 2215                              
Me 46                                 2243                              
Me 47                                 2244                              
Me 48                                 2259                              
Me 49                                 2264                              
Me 50                                 2266                              
Me 51                                 2281                              
Me 52                                 2287                              
Me 53                                 2298                              
Me 54                                 2301                              
Me 55                                 2304                              
Me 56                                 2309                              
Me 57                                 2314                              
Me 58                                 2323                              
Me 59                                 2324                              
Me 60                                 2335                              
Me 61                                 2345                              
Me 62                                 2353                              
Me 63                                 2355                              
Me 64                                 2360                              
Me 65                                 2362                              
Me 67                                 2421                              
Me 68                                 2422                              
Me 69                                 2420                              
Me 70                                 2423                              
Me 73                                 2432                              
Me 74                                 2439                              
Me 75                                 2437                              
Me 76                                 2447                              
Me 77                                 2455                              
Me 78                                 2477                              
Me 79                                 2489                              
Me 80                                 2506                              
Me 81                                 2509                              
Me 82                                 2516                              
Me 83                                 2539                              
Me 84                                 2547                              
Me 85                                 2548                              
Me 86                                 2567                              
Me 87                                 2627                              
Me 88                                 2632                              
Me 89                                 2635                              
Me 90                                 2658                              
Me 91                                 2659                              
Me 92                                 2660                              
Me 93                                 2670                              
Me 94                                 2682                              
Me 95                                 2808                              
Me 96                                 2818                              
Me 98                                 3114                              
Me 99                                 3201                              
Me100                                 3293                              
Me103                                 3532                              
Me106                                 3680                              
Me107                                 3766                              
Me109                                 4103                              
Me110                                 4349                              
Me112                                 4372                              
Me113                                 4590                              
Me114                                 4755                              
Me115                                 4833                              
Me116                                 4852                              
Me117                                 5024                              
Me118                                 5139                              
Me119                                 5272                              
Me120                                 5281                              
Me121                                 5286                              
Me122                                 5316                              
Me123                                 5460                              
Me124                                 5466                              
Me125                                 5617                              
Me126                                 5634                              
Me127                                 5662                              
Me128                                 5715                              
Me129                                I4499                              
Me130                                 5822                              
Me131                                 5823                              
Me132                                 5897                              
Me133                                 5904                              
Me134                                 5927                              
Me135                                 5946                              
Me136                                 5986                              
Me137                                 5999                              
Me138                                 6005                              
Me139                                 6025                              
Me140                                 6067                              
Me141                                 6087                              
Me142                                 6093                              
Me143                                 6101                              
Me144                                 6121                              
Me145                                 6124                              
Me146                                 6134                              
Me147                                 6144                              
Me148                                 6171                              
Me149                                 6192                              
Me150                                 6205                              
Me151                                 6218                              
Me152                                 6222                              
Me153                                 6231                              
Me154                                 6235                              
Me155                                 6242                              
Me156                                 6253                              
Me157                                 6254                              
Me158                                 6259                              
Me159                                 6266                              
Me160                                 6273                              
Me161                                 6281                              
Me162                                 6284                              
Me163                                 6287                              
Me164                                 6293                              
Me165                                 6304                              
Me166                                 6318                              
Me167                                 6333                              
Me168                                 6341                              
Me169                                I4651                              
Me170                                 6352                              
Me171                                 6356                              
Me172                                 6362                              
Me173                                 6366                              
Me174                                 6388                              
Me175                                 6402                              
Me176                                 6397                              
Me177                                 6400                              
Me178                                 6405                              
Me180                                 6441                              
Me181                                 6451                              
Me182                                 6469                              
Me183                                 6475                              
Me184                                 6494                              
Me185                                 6496                              
Me187                                 6520                              
Me188                                 6531                              
Me189                                 6535                              
Me190                                 6539                              
Me191                                 6541                              
Me192                                 6544                              
Me193                                 6553                              
Me194                                 6558                              
Me195                                 6569                              
Me196                                 6584                              
Me197                                 6603                              
Me198                                 6611                              
Me199                                 6624                              
Me200                                 6626                              
Me201                                 6633                              
Me202                                 6637                              
Me203                                 6642                              
Me205                                 6645                              
Me206                                 6649                              
Me207                                 6652                              
Me208                                 6656                              
Me209                                 6664                              
Me211                                 6681                              
Me212                                 6694                              
Me213                                 6705                              
Me214                                 6709                              
Me215                                 6712                              
Me216                                 6715                              
Me217                                 6723                              
Me218                                 6752                              
Me219                                 6760                              
Me220                                 6779                              
Me221                                 6809                              
Me222                                 6811                              
Me223                                 6819                              
Me224                                 6830                              
Me225                                 6834                              
Me226                                 6838                              
Me228                                 6864                              
Me229                                 6866                              
Me230                                 6934                              
Me231                                 6939                              
Me232                                 6940                              
Me233                                 6981                              
Me234                                 7078                              
Me235                                 7089                              
Me236                                 7092                              
Me237                                 7099                              
Me238                                 7209                              
Me240                                 7243                              
Me241                                 7245                              
Me242                                 7492                              
Me243                                 7654                              
Me244                                 7762                              
Me245                                 7789                              
_("47 Tuc")                            104                              
_("Antennae")                         4038  4038-9                      
_("Antennae")                         4039  4038-9                      
_("Barnard's galaxy")                 6822                              
_("Bear's Paw galaxy")                2537                              
_("Beehive cluster")                  2632  ("See Praesepe")         
_("Black Eye Galaxy")                 4826                              
_("Blinking planetary")               6826                              
_("Blue Snowball")                    7662                              
_("Blue planetary")                   3918                              
_("Bode's nebulae")                   3031                              
_("Cigar Galaxy")                     3034                              
_("Box")                              4169  NGC 4169, 73-5              
_("Box")                              4173  NGC 4169, 73-5              
_("Box")                              4174  NGC 4169, 73-5              
_("Box")                              4175  NGC 4169, 73-5              
_("Box nebula")                       6309                              
_("Bubble nebula")                    7635                              
_("Bug nebula")                       6302                              
_("Butterfly cluster")                6405                              
_("Butterfly nebula")                I2220                              
_("California nebula")                1499                              
_("Centaurus A")                      5128                              
_("Christmas Tree cluster")           2264                              
_("Cocoon nebula")                   I5146                              
_("Cone nebula")                      2264                              
_("Copeland's Septet")                3745  NGC 3745-6, 48, 50-1, 53-4  
_("Copeland's Septet")                3746  NGC 3745-6, 48, 50-1, 53-4  
_("Copeland's Septet")                3748  NGC 3745-6, 48, 50-1, 53-4  
_("Copeland's Septet")                3750  NGC 3745-6, 48, 50-1, 53-4  
_("Copeland's Septet")                3751  NGC 3745-6, 48, 50-1, 53-4  
_("Copeland's Septet")                3753  NGC 3745-6, 48, 50-1, 53-4  
_("Copeland's Septet")                3754  NGC 3745-6, 48, 50-1, 53-4  
_("Crab nebula")                      1952                              
_("Crescent nebula")                  6888                              
_("Double cluster")                    869  NGC 869 and 884             
_("Double cluster")                    884  NGC 869 and 884             
_("Dumbbell nebula")                  6853                              
_("Eagle nebula")                     6611  ("but sometimes I2177")  
_("Eight-burst planetary")            3132                              
_("Eskimo nebula")                    2392                              
_("The Eyes")                         4435  NGC 4435, 38                
_("The Eyes")                         4438  NGC 4435, 38                
_("Filamentary nebula")               6960  ("part of the Veil nebula")
_("Flaming Star nebula")             I 405                              
_("Ghost of Jupiter")                 3242                              
_("Great Cluster in Hercules")        6205                              
_("Andromeda Galaxy")                  224                              
_("Great Nebula in Orion")            1976                              
_("Helix galaxy")                     2685                              
_("Helix nebula")                     7293                              
_("Hind's variable nebula")           1555                              
_("Horsehead nebula")                I 434  ("Dark nebula in IC 434")
_("Hourglass nebula")                 6523  ("Brightest part of NGC 6523")
_("Hubble's variable nebula")         2261                              
_("Jewel Box")                        4755                              
_("Lace-work nebula")                 6960  ("see Filamentary")      
_("Lagoon nebula")                    6523                              
_("Little Dumbbell")                   650  NGC 650-1                   
_("Little Dumbbell")                   651  NGC 650-1                   
_("Little Gem")                       6445                              
_("Maia nebula")                      1432                              
_("Pleiades")                         1432                              
_("Merope nebula")                    1435                              
_("The Mice")                         4676                              
_("Network nebula")                   6992  ("part of the Veil nebula")
_("Network nebula")                   6995  ("part of the Veil nebula")
_("North America nebula")             7000                              
_("Omega nebula")                     6618                              
_("Owl nebula")                       3587                              
_("Papillon")                        I 708                              
_("Pelican nebula")                  I5070  I5067, 70                   
_("Pin-wheel nebula")                 4254                              
_("Polarissima Australis")            2573                              
_("Polarissima Borealis")             3172                              
_("Praesepe")                         2632                              
_("Ring nebula in Lyra")              6720                              
_("Rosette nebula")                   2237  NGC 2237-9, 46              
_("Rosette nebula")                   2238  NGC 2237-9, 46              
_("Rosette nebula")                   2239  NGC 2237-9, 46              
_("Rosette nebula")                   2246  NGC 2237-9, 46              
_("Saturn nebula")                    7009                              
_("Sculptor galaxy")                   253                              
_("Siamese Twins")                    4567  NGC 4567-8                  
_("Siamese Twins")                    4568  NGC 4567-8                  
_("Sombrero galaxy")                  4594                              
_("Southern Pleiades")               I2602  ("theta Car")                 
_("Spindle galaxy")                   3115                              
_("Star Queen nebula")               I4703                              
_("Stephan's Quintet")                7317  NGC 7317-20                 
_("Stephan's Quintet")                7318  NGC 7317-20                 
_("Stephan's Quintet")                7319  NGC 7317-20                 
_("Stephan's Quintet")                7320  NGC 7317-20                 
_("Struve's Lost nebula")             1554                              
_("Sunflower galaxy")                 5055                              
