_("Tarantula nebula")                 2070                              
_("Toby Jug nebula")                 I2220                              
_("Triangulum galaxy")                 598                              
_("Trifid nebula")                    6514                              
_("Veil nebula")                      6960  NGC 6960, 92, 95            
_("Veil nebula")                      6992  NGC 6960, 92, 95            
_("Veil nebula")                      6995  NGC 6960, 92, 95            
_("Whirlpool galaxy")                 5194  NGC 5194-5                  
_("Wild Duck cluster")                6705                              
_("Witch Head nebula")               I2118                              
_("η Car nebula")                     3372                              
_("γ Cas nebula")                    I  59  IC 59,63                    
_("γ Cas nebula")                    I  63  IC 59,63                    
_("κ Cru cluster")                    4755  ("See Jewel Box")           
_("Running Chicken nebula")          I2944                              
_("λ Cen nebula")                    I2948                              
_("ω Cen cluster")                    5139                              
_("ρ Oph nebula")                    I4604                              
_("Rim nebula")                       6188                              
_("Cat's Paw nebula")                 6334                              
_("War and Peace nebula")             6357                              
_("Little Ghost nebula")              6369                              
_("Little Gem nebula")                6818                              
_("Perseus A")                        1275                              
_("Fornax A")                         1316                              
_("Fornax B")                         1317                              
_("de Mairan's nebula")               1982  M 43                        
_("Flame nebula")                     2024                              
_("Satellite cluster")                2244                              
_("Thor's Helmet")                    2359                              
_("Caroline's cluster")               2360                              
_("τ Canis Majoris cluster")          2362                              
_("Pencil nebula")                    2736                              
_("Supernova Factory")                2770                              
_("Galaxy cluster")                   4325                              
_("Southern Pinwheel galaxy")         5236                              
_("Pinwheel galaxy")                  5457                              
_("Atoms for Peace galaxy")           7252                              
_("Grand Design galaxy")              7424                              
_("Monkey Head nebula")               2174                              
_("Lemon slice nebula")              I3568                              
_("Red spider nebula")                6537                              
_("Retina nebula")                   I4406                              
_("Spirograph nebula")               I 418                              
_("Spiral planetary nebula")          5189                              
_("20 Vulpeculae cluster")            6885                              
_("Ambartsumian's Knot")              3561                              
_("Cetus A")                          1068                              
_("Cleopatra's Eye")                  1535                              
_("Cooling Tower")                    6913                              
_("Crowbar galaxy")                   4656                              
_("Sagittarius Star Cloud")           6603                              
_("Dragon nebula")                    5623                              
_("Dragonfly cluster")                 457                              
_("Elephant's Trunk nebula")         I1396                              
_("Grus Quartet")                     7552                              
_("Grus Quartet")                     7582                              
_("Grus Quartet")                     7590                              
_("Grus Quartet")                     7599                              
_("Heart nebula")                    I1805                              
_("Heart-Shaped cluster")             2323                              
_("Herring galaxy")                   4631                              
_("Hole in a cluster")                6811                              
_("Intergalactic Wanderer/Tramp")     2419                              
_("Keenan's System")                  5216                              
_("Keenan's System")                  5218                              
_("Kidney Bean galaxy")               4774                              
_("Leo Triplet")                      3623                              
_("Leo Triplet")                      3627                              
_("Hamburger Galaxy (Leo Triplet)")   3628                              
_("McLeish's Object")                 4535                              
_("Miniature Spiral")                 3928                              
_("Mirach's Ghost")                    404                              
_("Sailboat cluster")                  225                              
_("Seyfert's Sextet")                 6027                              
_("Soul nebula")                     I1848                              
_("Southern Integral Sign")          I5173                              
_("Starfish cluster")                 1922                              
_("Superwind-Galaxy")                 4666                              
_("Turtle planetary nebula")          6210                              
_("Small Magellanic Cloud")            292                              
_("Bow-Tie nebula")                     40                              
_("Iris nebula")                      7023                              
_("Fireworks galaxy")                 6946                              
_("Whale galaxy")                     4631                              
_("Needle galaxy")                    4565                              
_("Pearl cluster")                    3766                              
_("S Normae cluster")                 6087                              
_("Spiral cluster")                   1039                              
_("Starfish cluster")                 1912                              
_("Surfboard galaxy")                 3556                              
_("Vacuum Cleaner galaxy")            3992                              
_("Blowdryer galaxy")                 4321                              
_("Coddington's nebula")             I2574                              
_("ε Ori nebula")                     1990                              
_("Fath 703")                         5892                              
_("Fleming's Triangular nebula")      6979                              
_("Graff's cluster")                 I4756                              
_("Lost galaxy")                      4526                              
_("White Eyed Pea")                  I4593                              
_("Running Man Nebula")               1977                              
_("The 37 Cluster")                   2169                              
_("Cocoon galaxy")                    4490                              
_("Jellyfish nebula")                I 443                              
_("The Wizard Nebula")                7380                              
_("Ruprecht 147")                     6774                              
_("Prawn nebula")                    I4628                              
_("The Foxhead cluster")              6819                              
_("Summer Beehive cluster")          I4665                              
_("Markarian's Chain")                4374                              
_("Maffei Group")                    I 342                              
_("Robert's Quartet")                   87                              
_("Robert's Quartet")                   88                              
_("Robert's Quartet")                   89                              
_("Robert's Quartet")                   92                              
_("Horsehead nebula")                B  33                              
_("Ink Spot Nebula")                 B  68                              
_("The Snake")                       B  72                              
_("Pipe (stem)")                     B  59                              
_("Pipe (stem)")                     B  65                              
_("Pipe (stem)")                     B  66                              
_("Pipe (stem)")                     B  67                              
_("Pipe (bowl)")                     B  78                              
_("Parrot's Head")                   B  87                              
_("E Nebula")                        B 142                              
_("E Nebula")                        B 143                              
_("Deer Lick Group")                  7331                              
_("Spider Nebula")                   I 417                              
_("Green Ring Nebula")               S   3                              
_("Bear Claw Nebula")                S   8                              
_("Lobster Nebula")                  S  45                              
_("The Spire")                       S  49                              
_("Cygnus Star Cloud")               S 101                              
_("Cygnus Loop")                     S 103                              
_("Sadr Region")                     S 108                              
_("Cave Nebula")                     S 155                              
_("Dreyer's Object")                 S 158                              
_("Pacman Nebula")                   S 184                              
_("Maffei 1")                        S 191                              
_("Maffei 2")                        S 197                              
_("Northern Trifid")                 S 222                              
_("Spaghetti Nebula")                S 240                              
_("Angelfish Nebula")                S 264                              
_("Fox Fur Nebula")                  S 273                              
_("Medusa Nebula")                   S 274                              
_("Rosette Nebula")                  S 275                              
_("Barnard's Loop")                  S 276                              
_("Seagull Nebula")                  S 292                              
_("Ghost Nebula")                    V 141                              
_("Ghost Head Nebula")                2080                              
