301.6922	+39.9787	 216	  45	4
301.1888	+40.3099	 217	  15	3
307.7253	+36.9194	 218	  10	2
307.4737	+37.0851	 219	  30	5
326.8278	+22.3989	 220	  25	6
297.4147	+42.4606	 221	  52	5
301.9392	+40.4797	 222	 180	5
303.1954	+39.9848	 223	  20	4
306.2121	+38.4969	 224	 150	6
292.8879	+44.6074	 225	 210	6
307.9713	+37.6704	 226	 110	6
301.6838	+41.1453	 227	 100	3
298.4155	+42.6316	 228	  35	5
309.2272	+37.1751	 229	  40	5
312.4960	+35.1872	 230	  40	5
310.7355	+36.3474	 231	   8	5
300.4249	+41.9734	 232	 120	5
302.1837	+41.3140	 233	 160	4
305.4528	+39.6606	 234	 110	3
310.7336	+36.6808	 235	 180	6
303.9425	+40.6545	 236	  90	3
299.6675	+42.7202	 237	  53	4
301.1740	+42.3099	 238	  10	4
303.4366	+41.3192	 239	  60	2
304.9448	+40.6586	 240	 120	4
304.9448	+40.6586	 241	  40	2
300.6691	+42.8078	 242	  20	4
302.6800	+41.9828	 243	  30	4
300.4159	+43.1401	 244	 420	6
306.9541	+39.9998	 245	  45	1
312.7393	+36.5214	 246	  45	5
310.4742	+38.1798	 247	 101	5
305.1919	+41.1596	 248	  30	6
306.4495	+40.4978	 249	  50	1
313.7435	+36.1916	 250	  50	4
304.1847	+41.8222	 251	  45	1
301.4182	+43.1442	 252	  18	4
306.4461	+40.9978	 253	  20	3
319.7773	+32.2117	 254	 100	6
312.9862	+37.1889	 255	  70	4
314.9983	+35.8626	 256	  12	4
307.4509	+40.6684	 257	 120	4
308.2055	+40.2546	 258	  30	5
304.6835	+42.1575	 259	  60	3
300.9104	+43.9755	 260	  60	5
306.6950	+41.2488	 261	  25	6
300.9091	+44.1421	 262	  80	4
311.2221	+38.8492	 263	 130	6
301.9141	+43.8130	 264	  70	4
310.7187	+39.1807	 265	  40	3
314.9953	+36.4460	 266	  12	4
307.4475	+41.1684	 267	  60	3
306.1895	+41.8635	 268	   5	3
315.4978	+36.1977	 269	 130	5
305.9367	+42.1625	 270	 180	5
308.9547	+40.6742	 271	  40	4
300.6530	+44.8077	 272	  90	3
306.4380	+42.1645	 273	  22	3
306.1862	+42.3135	 274	   3	1
309.2054	+40.6751	 275	  10	3
308.9536	+40.8408	 276	   8	3
310.7146	+39.8474	 277	  30	5
304.6761	+43.1575	 278	  30	3
306.6886	+42.1655	 279	  70	4
306.4364	+42.3811	 280	   3	1
306.4357	+42.4811	 281	   3	1
324.7995	+29.5600	 282	  80	6
313.7324	+38.1916	 283	  35	5
315.2419	+37.1968	 284	  25	4
308.4478	+41.5056	 285	  50	5
308.1960	+41.6713	 286	  12	3
324.5471	+30.0593	 287	  70	6
307.9431	+42.0036	 288	  45	4
312.9756	+39.0222	 289	  60	5
315.2401	+37.5302	 290	   8	4
314.4849	+38.1109	 291	  10	4
306.1801	+43.1635	 292	  90	3
307.4370	+42.6684	 293	  50	5
300.8952	+45.8088	 294	  70	4
313.4762	+39.1574	 295	  15	4
315.7405	+37.6985	 296	  20	5
300.3910	+46.1400	 297	  50	4
304.9179	+44.3252	 298	   8	3
315.9902	+37.8660	 299	  50	4
305.6725	+43.9948	 300	  60	3
304.4139	+44.6565	 301	  20	3
311.2086	+41.0159	 302	  40	4
304.9166	+44.4918	 303	  40	3
314.9829	+38.6959	 304	 130	5
306.9296	+43.4998	 305	  20	3
326.0511	+29.8968	 306	  40	6
317.2472	+37.2036	 307	 230	6
311.7099	+41.0177	 308	 120	5
307.9348	+43.1703	 309	  42	4
304.1592	+45.1555	 310	 360	4
311.9606	+41.0186	 311	  40	6
309.6955	+42.3436	 312	  40	4
302.9004	+45.8171	 313	  55	3
305.1633	+44.9928	 314	  30	3
307.6768	+44.1693	 315	  90	4
317.4926	+38.2044	 316	 160	5
307.9275	+44.1703	 317	  23	3
315.2269	+39.8635	 318	  50	5
313.2131	+41.1898	 319	  35	5
311.9531	+42.1853	 320	  90	4
317.9940	+38.2060	 321	  85	4
310.6938	+43.0140	 322	   8	3
310.6932	+43.0973	 323	  20	4
310.9445	+43.0149	 324	 100	5
304.6510	+46.3241	 325	  25	2
304.9003	+46.4918	 326	  80	4
312.9560	+42.1889	 327	  80	5
312.7031	+42.5213	 328	  40	2
312.1983	+43.0195	 329	  60	5
308.6734	+45.0065	 330	  40	4
303.3859	+47.6524	 331	 120	4
313.7061	+42.5249	 332	  40	3
320.2512	+38.0466	 333	  20	4
311.9429	+43.6853	 334	  60	4
305.6483	+46.9948	 335	  10	3
305.3961	+47.1605	 336	  60	3
308.4175	+45.6722	 337	  13	1
311.9418	+43.8519	 338	  40	2
309.4231	+45.3426	 339	  50	4
317.7319	+40.2885	 340	   9	5
311.6887	+44.1843	 341	  70	5
313.7029	+43.0249	 342	  60	6
312.6953	+43.6880	 343	  40	2
306.1484	+47.1634	 344	  80	5
305.3918	+47.6604	 345	 180	5
320.7510	+38.3815	 346	 100	6
320.2474	+38.7966	 347	  12	4
313.9525	+43.1924	 348	  40	3
313.9525	+43.1924	 349	  45	3
312.6918	+44.1880	 350	  60	3
309.1659	+46.1750	 351	 180	5
307.4023	+47.1683	 352	  85	3
312.6907	+44.3546	 353	  25	1
314.4530	+43.3608	 354	  60	2
323.7685	+36.5571	 355	  90	6
314.9557	+43.1959	 356	  50	3
308.6590	+46.8398	 357	  30	2
308.6590	+46.8398	 358	  60	3
313.1923	+44.3564	 359	  60	2
318.9843	+40.5426	 360	  33	5
310.4212	+46.0130	 361	  80	4
308.4055	+47.1722	 362	  60	2
315.9589	+43.1993	 363	 140	6
306.1353	+48.6634	 364	 110	6
316.4605	+43.2010	 365	 100	4
323.2593	+38.2223	 366	 150	5
308.9030	+47.6741	 367	 150	4
308.9030	+47.6741	 368	  10	3
317.2151	+42.8702	 369	  40	5
305.6276	+49.3281	 370	  60	2
313.6881	+45.1915	 371	 120	4
308.9016	+47.8407	 372	  30	3
315.4508	+44.1976	 373	 120	4
324.0124	+38.0578	 374	 110	5
309.4032	+47.8426	 375	  25	3
309.1510	+48.0083	 376	  50	3
306.1277	+49.4967	 377	 105	3
314.1886	+45.3599	 378	  90	3
307.3864	+49.0016	 379	  12	3
309.1496	+48.1750	 380	 150	5
308.6436	+48.6731	 381	 100	3
307.8866	+49.1702	 382	 240	4
318.4672	+43.2076	 383	  20	4
314.6879	+45.6950	 384	 120	1
315.6949	+45.1984	 385	  70	2
307.8836	+49.5035	 386	  50	3
314.9376	+45.8625	 387	  80	2
312.9207	+47.1888	 388	 240	6
318.7150	+43.7084	 389	  15	3
318.7140	+43.8751	 390	  20	4
319.2167	+43.7100	 391	 150	5
317.2001	+45.2035	 392	  50	5
318.9638	+44.0426	 393	  25	3
313.9227	+47.3924	 394	   7	1
324.5045	+40.0593	 395	   2	6
324.5041	+40.1426	 396	   2	6
324.7555	+40.0266	 397	   2	6
324.7554	+40.0600	 398	   2	6
324.5031	+40.3592	 399	   2	6
320.2203	+43.7132	 400	  90	2
320.7240	+43.3814	 401	 100	4
319.9664	+44.2124	 402	  60	4
314.4180	+48.2441	 403	   5	6
320.9670	+44.7155	 404	  90	6
325.4973	+42.2287	 405	 270	6
251.4286	+60.2443	 406	 120	6
323.9811	+44.2245	 407	 120	6
315.6572	+50.1984	 408	   2	3
315.9089	+50.1159	 409	   2	3
316.9171	+49.6193	 410	   2	4
316.4127	+49.9176	 411	   2	4
315.9078	+50.2492	 412	   2	3
252.6657	+60.7500	 413	  40	6
325.4858	+44.4287	 414	  15	5
251.4060	+61.4109	 415	 210	6
322.4540	+47.7200	 416	  80	6
321.4441	+48.5503	 417	  30	6
344.3564	+24.2677	 418	 200	6
348.1203	+19.2721	 419	 180	6
331.2666	+42.7435	 420	 190	6
323.9437	+50.2244	 421	  30	4
312.5782	+56.7711	 422	  15	5
324.4451	+50.3592	 423	  12	2
328.4830	+47.2367	 424	  10	1
333.0214	+43.2475	 425	 270	6
325.1984	+50.3946	 426	  90	4
347.6141	+23.6049	 427	  20	6
338.0581	+38.2577	 428	 110	6
337.5538	+39.0901	 429	 100	4
337.8047	+39.0906	 430	  50	3
347.1107	+25.4377	 431	  50	6
335.5354	+42.2528	 432	 270	5
339.3130	+38.0933	 433	 120	6
355.6370	 +9.2775	 434	  80	6
340.0670	+37.5945	 435	  20	6
322.1507	+54.5525	 436	   1	4
338.0509	+40.5910	 437	  75	4
340.3174	+37.7616	 438	  30	4
346.3543	+28.6035	 439	  28	6
341.0714	+37.2629	 440	  10	5
315.8111	+59.5491	 441	   1	4
339.5552	+41.0937	 442	 110	5
323.1442	+55.8888	 443	   1	2
304.6762	+63.8247	 444	  10	6
317.8264	+59.2891	 445	  60	4
319.3439	+58.5940	 446	  12	3
303.6601	+64.3206	 447	  10	6
340.0557	+41.5945	 448	  42	6
317.8212	+59.7057	 449	 150	5
340.5557	+42.2620	 450	 290	6
323.6319	+57.4736	 451	  12	2
323.8842	+57.3910	 452	  14	2
318.8210	+60.2090	 453	 100	4
341.8123	+41.7640	 454	 180	6
324.8871	+57.7271	 455	 150	4
324.8813	+58.3105	 456	  10	2
326.1418	+58.0639	 457	  90	3
343.5700	+41.5999	 458	  80	5
303.8393	+67.3215	 459	 160	6
344.3239	+41.2676	 460	  35	4
343.3151	+43.0996	 461	  60	5
343.8185	+42.6003	 462	  30	4
344.5741	+41.6013	 463	  50	5
292.9409	+69.9420	 464	  70	6
290.9182	+70.2662	 465	  90	6
352.8712	+28.6094	 466	  20	6
350.6095	+33.7744	 467	  15	5
310.6237	+67.8477	 468	  60	6
294.4095	+70.9486	 469	  60	6
351.6143	+32.2752	 470	 240	5
334.7132	+56.0845	 471	  30	2
320.0101	+64.8795	 472	  30	4
334.9660	+55.9184	 473	  80	4
