272.9306	 -8.1541	 422	  0.007	6	
276.9407	-10.2180	 423	  0.012	5	
273.6823	 -8.4838	 424	  0.131	3	
266.7135	 -4.6842	 425	  0.017	5	
272.8797	 -7.9543	 426	  0.001	3	
276.6886	 -9.8026	 427	  0.004	5	
266.9127	 -4.5166	 428	  0.370	3	
274.1814	 -8.3147	 429	  0.068	6	
272.9280	 -7.6208	 430	  0.003	5	
273.4290	 -7.8183	 431	  0.093	4	
269.6688	 -5.7532	 432	  0.008	6	
280.6964	-11.4500	 433	  1.710	1	
280.6964	-11.4500	 434	  1.110	4	
278.1893	 -9.9620	 435	  8.400	4	 97
273.6769	 -7.4004	 436	  0.006	6	
275.0547	 -7.9771	 437	  0.163	5	
273.5507	 -7.1511	 438	  0.008	6	
269.9151	 -5.0020	 439	  0.181	3	
274.9272	 -7.4777	 440	  0.014	4	
270.9167	 -5.3305	 441	  2.560	2	
269.4127	 -4.5045	 442	  0.014	4	
278.1852	 -9.1287	 443	  0.045	5	100 101
270.6651	 -4.9984	 444	  1.030	4	
279.4375	 -9.6227	 445	  0.086	5	314
277.6828	 -8.6311	 446	  0.140	4	
273.9232	 -6.6492	 447	  0.546	4	
279.1859	 -9.2905	 448	  0.027	4	
282.9442	-11.1059	 449	  0.050	2	
278.1827	 -8.6287	 450	  0.048	4	
275.4256	 -7.1420	 451	  0.022	5	
284.1964	-11.6000	 452	  1.270	3	
276.1772	 -7.4717	 453	  2.430	3	
277.1795	 -7.9668	 454	  0.140	4	
279.4350	 -9.1227	 455	  0.018	5	
283.1934	-10.9381	 456	  0.032	3	321
284.1956	-11.4334	 458	  1.270	3	
280.6873	 -9.6167	 459	  3.000	3	
269.6590	 -3.7533	 460	  0.006	6	
272.4159	 -5.1565	 461	  0.117	4	
271.6635	 -4.6602	 462	  0.041	6	
277.9295	 -7.9632	 463	  1.000	3	
283.1917	-10.6048	 464	  0.034	3	
274.9207	 -6.1444	 466	  0.012	6	
274.7449	 -5.9786	 467	  0.006	5	
270.1578	 -3.5008	 468	  0.016	5	
273.3656	 -5.1019	 469	  0.003	5	
274.6687	 -5.7290	 470	  0.007	6	
274.9191	 -5.8111	 471	  0.056	4	
273.5400	 -4.9844	 472	  0.032	4	
279.4293	 -7.9560	 473	  0.224	3	
282.9373	 -9.6893	 474	  1.760	1	
274.7924	 -5.4783	 475	  0.029	4	
274.6670	 -5.3956	 476	  0.004	3	
274.7920	 -5.3950	 477	  0.006	3	
273.1626	 -4.4862	 478	  0.104	4	
274.7908	 -5.1450	 479	  0.003	5	
281.1815	 -8.4476	 480	  0.440	1	
276.4198	 -5.9705	 481	  7.260	2	
274.7906	 -5.1117	 482	  0.014	5	
274.4142	 -4.8135	 483	  0.038	6	
279.9268	 -7.4536	 484	  1.870	2	
279.1744	 -6.9572	 485	  0.665	4	
271.6553	 -2.9935	 486	  1.530	3	
274.2118	 -4.3145	 487	  0.004	4	
274.1614	 -4.2314	 488	  0.004	4	
277.1681	 -5.6335	 489	  0.238	3	
273.7843	 -3.8165	 490	  0.002	6	
276.9173	 -5.4681	 491	  0.262	3	
273.9093	 -3.8159	 492	  0.008	6	
273.1569	 -3.3196	 493	  0.081	4	
279.2470	 -6.4569	 494	  0.011	4	
279.7229	 -6.6546	 495	  0.002	6	
281.9281	 -7.7774	 496	  1.240	2	109
279.7977	 -6.6209	 497	  0.027	6	103
279.9979	 -6.6533	 498	  0.004	5	
280.1719	 -6.4524	 499	  0.050	4	
274.1569	 -3.3147	 500	  0.004	5	
274.4069	 -3.3135	 501	  0.022	5	
271.8748	 -1.8591	 502	  0.005	6	
277.2882	 -4.6329	 503	  0.008	6	
274.6561	 -3.1456	 504	  0.002	5	
274.9065	 -3.2278	 505	  0.007	5	
281.9237	 -6.8607	 506	  0.001	4	105
273.7535	 -2.6167	 507	  0.016	5	
272.3988	 -1.6566	 508	  0.036	3	
283.4257	 -7.3036	 509	  0.003	6	118 117
273.6516	 -2.2338	 510	  0.050	5	
276.4084	 -3.6372	 511	  0.812	3	
283.2997	 -7.1042	 512	  0.066	3	116
272.6483	 -1.5554	 513	  0.127	6	
283.2239	 -6.9379	 514	  0.005	5	114
279.4147	 -4.9560	 515	  8.440	3	
282.8474	 -6.6063	 516	  0.027	4	
281.2928	 -5.6137	 517	  0.265	1	
283.2973	 -6.6042	 518	  0.003	5	115
273.1464	 -1.1529	 519	  0.138	4	
275.4020	 -2.3087	 520	  0.097	5	
283.1190	 -5.9051	 521	  0.014	5	
282.9184	 -5.7727	 522	  0.176	4	320
282.2918	 -5.4423	 523	  0.061	4	
281.4145	 -4.9465	 524	  0.590	1	
279.6599	 -3.9549	 525	  2.160	2	
276.6520	 -2.3026	 526	  0.905	3	
281.6137	 -4.7789	 527	  0.005	4	
281.7887	 -4.7780	 528	  0.267	3	
281.4121	 -4.4465	 529	  0.258	2	
282.4136	 -4.7751	 530	  0.124	6	107 106 110
286.5230	 -6.8390	 531	  0.005	6	133
281.7867	 -4.3614	 532	  0.016	5	104
275.8971	 -1.3063	 533	  0.022	4	
283.1644	 -4.9382	 534	  3.185	3	111 108 119A117A323 325
279.2797	 -2.8900	 535	  0.029	1	
278.6531	 -2.5430	 536	  0.253	3	
275.6455	 -0.9742	 537	  0.534	1	
279.1543	 -2.7906	 538	  0.133	4	
275.9960	 -1.0725	 539	  0.022	6	
286.5210	 -6.4224	 540	  0.113	3	
279.0777	 -2.4576	 541	  0.043	4	
285.4173	 -5.5942	 542	  0.075	3	130
286.6698	 -6.1717	 543	  0.007	6	134
285.3915	 -5.4277	 544	  0.007	5	127
284.1885	 -4.7666	 545	  0.006	5	122
284.3884	 -4.7657	 546	  0.007	4	
282.6592	 -3.8572	 547	  2.300	4	
282.4085	 -3.6917	 548	  1.000	5	113
285.5407	 -5.2603	 549	  0.006	5	129
286.9178	 -5.7539	 550	  3.110	1	
284.4618	 -4.4320	 551	  0.002	5	123
286.0906	 -5.2577	 552	  0.032	3	327
285.7898	 -5.0925	 553	  0.020	3	
287.0174	 -5.6701	 554	  0.029	3	
280.3768	 -2.2847	 555	  0.008	4	316
284.7872	 -4.5138	 556	  0.130	4	126
279.6494	 -1.7882	 557	  0.181	6	
279.3987	 -1.6227	 558	  0.432	3	
278.1455	 -0.9621	 559	 17.000	4	
280.4002	 -1.9513	 560	  0.043	3	
284.4095	 -3.9323	 561	  1.550	2	121 120 119
285.6621	 -4.5097	 562	  0.020	5	131
279.8982	 -1.5370	 563	  2.500	1	
279.3967	 -1.2061	 564	  0.208	5	
283.9076	 -3.5180	 565	  1.370	2	
282.6541	 -2.7739	 566	  0.050	5	
286.0369	 -4.4746	 567	  0.024	6	132 328
284.8587	 -3.7635	 568	  0.010	3	324
274.6334	 +1.5210	 569	 31.000	2	
276.6431	 -0.4693	 570	  0.066	6	
277.6407	 +0.0355	 571	  0.142	3	
277.6407	 +0.0355	 572	 14.000	4	
277.1427	 -0.3836	 573	  0.026	3	
286.7866	 -4.4211	 574	  0.061	4	
277.0189	 -0.6342	 575	  0.078	3	
277.8677	 -0.3801	 576	  0.005	5	
286.4093	 -3.9229	 577	  0.784	3	
277.7932	 -0.4971	 578	  0.008	5	
283.9024	 -2.4346	 579	  1.710	3	
287.1600	 -4.0860	 580	  0.041	4	
286.8592	 -3.9208	 581	  0.072	6	136 135
283.1501	 -1.9382	 582	  0.283	5	
