308.4598	+45.6598	 112	  15	1	2	2
320.2007	+38.0913	 113	  15	3	1	1
320.2950	+38.7086	 114	   9	3	3	2
308.6417	+46.8779	 115	  50	3	2	2
308.0802	+47.3570	 116	   2	1	2	2
314.6940	+44.3219	 117	 240	3	3	2
324.2547	+40.2157	 118	 480	3	2	1
319.6075	+43.9378	 119	 160	2	2	3
315.9463	+49.8807	 120	   1	1	1	1
316.3029	+49.6498	 121	   1	3	2	1
347.1971	+14.9250	 122	  40	3	2	1
325.5950	+44.5401	 123	  13	2	2	2
324.5905	+50.3513	 124	  70	1	2	2
328.3882	+47.2717	 125	   9	2	2	3
338.3646	+38.5822	 126	 160	3	2	2
322.1746	+54.6208	 127	   2	3	2	2
323.0368	+55.8593	 128	   1	3	2	3
317.9372	+59.9613	 129	 140	3	2	2
310.7485	+63.2285	 130	   3	3	2	2
324.7513	+57.4859	 131	 170	1	2	2
334.6986	+56.1348	 132	  90	3	3	2
322.2498	+64.3052	 133	  80	3	1	1
332.8745	+59.4103	 134	 160	3	2	2
335.5485	+58.7384	 135	  15	3	2	2
319.1237	+68.2532	 136	   5	3	2	3
329.2798	+64.6936	 137	  90	3	2	1
338.1647	+58.4818	 138	   1	3	2	2
338.7516	+58.2172	 139	  10	3	2	1
334.7827	+63.2854	 140	  30	2	2	3
337.1269	+61.6447	 141	   5	1	1	2
341.8989	+58.0610	 142	  30	3	3	3
342.5621	+57.7130	 143	   4	3	1	1
341.2174	+59.8923	 144	   4	3	2	1
336.3901	+64.3086	 145	  90	2	2	1
342.3598	+59.9291	 146	   2	3	2	2
343.8737	+58.4668	 147	   2	1	1	1
344.0509	+58.5173	 148	   2	3	2	3
344.1015	+58.5341	 149	   1	1	1	2
337.7998	+65.1140	 150	  40	3	2	2
345.7640	+57.0717	 151	  20	3	1	1
344.6574	+58.7856	 152	   2	3	2	3
344.8102	+58.7360	 153	   5	1	2	2
342.8526	+61.1806	 154	  60	3	2	2
344.1824	+62.6177	 155	  60	3	2	2
346.2940	+60.2564	 156	   2	1	2	3
349.0149	+60.0456	 157	  90	3	3	3
348.4180	+61.5111	 158	  10	2	3	3
348.9298	+61.1454	 159	   7	3	2	2
346.4487	+64.6735	 160	  80	3	2	1
348.8728	+61.8620	 161	  55	2	2	2
350.1755	+61.1977	 162	  40	3	3	3
353.3317	+60.7857	 163	  10	3	2	2
354.6066	+59.9704	 164	   3	3	2	2
354.9545	+61.9374	 165	  10	2	2	2
355.5435	+60.9713	 166	  10	1	1	1
353.8436	+64.8529	 167	   2	1	1	1
358.2659	+60.4730	 168	   7	2	2	2
358.4949	+60.3731	 169	   5	1	1	1
000.4266	+64.6234	 170	  20	1	2	2
001.1677	+67.1568	 171	 180	3	2	3
003.8872	+61.2559	 172	   1	2	1	1
005.4662	+61.7382	 173	  30	1	2	2
356.7052	+80.9389	 174	  10	3	2	1
006.8301	+64.7036	 175	   2	1	2	2
007.9136	+57.2857	 176	  10	3	2	1
007.8878	+62.4691	 177	  40	3	1	1
334.7344	+87.7616	 178	 420	3	2	1
010.1058	+62.8660	 179	   1	1	1	1
012.1945	+62.9290	 180	  15	3	1	1
012.3195	+65.2121	 181	  15	3	1	1
012.5695	+64.7450	 182	   2	3	1	1
013.4992	+65.7098	 183	  35	3	2	1
013.2115	+56.6103	 184	  40	3	2	3
015.0001	+60.9897	 185	 120	3	2	2
017.2130	+63.1341	 186	   1	3	2	2
020.7824	+61.8566	 187	  10	3	3	2
022.6640	+58.3668	 188	   9	3	3	2
033.0356	+64.1717	 189	   2	1	1	1
038.3465	+61.4423	 190	 150	3	3	3
039.1639	+59.6374	 191	   2	3	1	3
041.8091	+61.9880	 192	   1	2	1	1
041.8856	+62.0041	 193	   2	2	1	1
041.8330	+61.9378	 194	   2	2	1	2
040.0252	+59.6488	 195	   3	3	1	1
042.8300	+62.2315	 196	   4	1	1	2
040.4809	+59.6460	 197	   5	3	2	1
042.5076	+59.7000	 198	   9	2	2	2
043.6399	+60.4094	 199	 120	3	2	3
047.6878	+62.8155	 200	   6	2	2	1
045.7932	+60.4783	 201	   5	3	2	3
049.7147	+59.6340	 202	 170	3	2	1
050.5043	+54.8778	 203	  45	1	2	1
058.9402	+57.4289	 204	  40	3	2	2
059.0340	+53.1944	 205	 120	3	2	2
060.8045	+51.3295	 206	  50	3	2	3
065.0207	+53.1437	 207	   4	1	2	2
064.9413	+52.9777	 208	   1	1	2	3
062.7625	+51.1629	 209	  14	3	2	2
067.7462	+52.5529	 210	  20	3	1	2
069.2408	+50.9394	 211	   2	3	2	3
070.1573	+50.3810	 212	   5	1	2	3
065.1790	+44.9249	 213	   1	3	2	1
065.3954	+44.3729	 214	   4	1	1	1
064.3873	+42.6149	 215	   2	3	2	2
071.2376	+46.8208	 216	  80	3	2	2
074.6980	+48.0057	 217	   9	2	2	2
085.3191	+52.1884	 218	  70	2	1	1
074.0334	+47.3951	 219	   3	2	2	3
060.1599	+36.6173	 220	 320	3	2	3
075.4167	+46.3488	 221	 120	3	2	1
067.5410	+35.2701	 222	   6	3	2	3
079.2996	+42.2118	 223	  70	3	2	2
081.8172	+42.9712	 224	  30	3	3	2
081.7516	+40.6216	 225	  10	3	2	2
077.7784	+37.9926	 226	   3	3	2	3
079.9720	+38.9552	 227	  20	3	2	2
078.3964	+37.4534	 228	   8	3	2	3
079.0791	+34.4634	 229	  65	3	2	3
080.6265	+34.1319	 230	 300	3	2	2
084.8315	+35.9250	 231	  12	3	1	2
085.6112	+36.2008	 232	  40	2	2	2
084.6795	+35.7931	 233	   2	3	2	2
082.0324	+34.4351	 234	  12	3	2	3
085.2558	+35.8542	 235	  10	3	2	3
080.6410	+33.3651	 236	  55	3	2	3
082.8560	+34.2772	 237	   7	3	2	3
065.4583	+19.5377	 238	   1	3	2	3
067.8225	+18.1167	 239	   5	3	2	2
085.2514	+28.1037	 240	 180	1	3	2
091.0305	+30.2478	 241	  10	3	2	3
087.9641	+27.0107	 242	   7	1	2	2
084.8438	+23.2907	 243	   6	3	2	1
083.6281	+21.9524	 244	   5	2	3	3
060.6394	 +4.1286	 245	 720	3	2	2
075.5400	+14.0957	 246	  65	3	1	1
092.1264	+21.6200	 247	   9	1	1	2
094.1612	+22.5003	 248	  50	2	3	3
095.2426	+23.0898	 249	  80	3	2	2
070.0472	 +7.3628	 250	  10	3	2	1
068.2076	 +5.8627	 251	  35	3	3	1
092.4139	+20.5004	 252	  40	3	2	3
096.4330	+20.0281	 253	   5	3	1	1
093.0871	+18.0438	 254	  11	2	2	2
093.2863	+17.9752	 255	   3	1	2	3
093.1610	+17.9431	 256	   1	3	2	2
093.2114	+17.9759	 257	   3	1	2	3
093.3858	+17.9242	 258	   1	3	2	2
092.9057	+17.4455	 259	   2	1	1	1
073.7828	 +5.6617	 260	  22	3	3	1
092.2383	+15.8019	 261	  45	3	2	2
076.6885	 +6.1679	 262	  20	3	2	1
080.4362	 +8.3990	 263	  22	2	2	2
083.8022	 +9.9334	 264	 390	1	1	2
079.6516	 +7.4398	 265	  70	3	2	2
094.7077	+15.2779	 266	   1	2	2	3
093.9723	+14.2683	 267	   4	1	1	2
092.5627	+13.3320	 268	  60	3	1	1
093.6427	+13.8215	 269	   4	3	2	3
092.5574	+12.8153	 270	   1	3	2	3
093.7277	+12.3539	 271	   2	1	2	3
093.7525	+12.3370	 272	   1	2	1	2
100.2021	 +9.9080	 273	 250	3	2	3
112.2788	+13.2619	 274	   8	3	3	3
097.9287	 +4.9296	 275	 100	1	2	3
081.8672	 -3.9652	 276	1200	2	2	2
085.1818	 -2.4471	 277	 120	3	2	3
079.9510	 -5.6636	 278	  50	3	2	2
083.8340	 -4.8009	 279	  20	3	2	3
098.5806	 +2.5399	 280	  40	3	2	2
083.7275	 -5.4666	 281	  60	3	2	3
099.4957	 +1.5144	 282	  35	3	2	2
099.6630	 +0.7127	 283	   3	3	1	1
101.2584	 +0.2307	 284	  80	2	2	2
103.8015	 -0.5101	 285	   1	1	2	3
103.6385	 -4.5088	 286	   6	2	1	1
104.8860	 -4.8039	 287	  12	3	2	2
107.1412	 -4.3083	 288	   1	3	2	3
101.4858	 -7.3384	 289	  11	2	1	1
133.5462	 +8.9211	 290	  17	2	2	2
103.8549	 -8.0277	 291	   8	2	1	2
106.1075	-10.4490	 292	  21	3	2	3
105.4488	-11.3095	 293	  11	1	1	2
109.1438	 -9.4438	 294	   7	3	2	3
105.6724	-11.4616	 295	   8	1	1	1
106.4502	-11.2189	 296	 200	3	2	3
106.3143	-12.3343	 297	   7	3	2	3
109.6582	-13.1987	 298	  22	3	3	3
112.6657	-15.2928	 299	   1	3	1	1
112.7646	-15.4104	 300	   3	2	1	1
107.4535	-18.4786	 301	   9	2	2	3
112.9245	-16.9785	 302	  21	2	1	2
103.5075	-22.4251	 303	  90	2	2	2
100.8609	-24.1333	 304	 200	3	2	2
112.5337	-18.5251	 305	   4	3	2	3
112.6530	-19.1095	 306	  30	3	2	1
113.8832	-18.7539	 307	   6	3	2	3
103.5405	-23.9421	 308	  35	3	3	2
113.0253	-19.4295	 309	  12	2	1	2
108.2640	-24.5864	 310	 480	3	2	2
118.0866	-26.4411	 311	  45	3	2	3
134.7905	-25.6886	 312	 720	3	2	2
193.3818	-22.8599	 313	  12	1	2	2
